text,cluster_id,theme
Beliefs: The use of chatbots bolstered students' beliefs regarding the significance of content and conventions in writing.,2,GenAI Boosts Learner Confidence
competence (participants' perceived competence in using GenAI tools for teaching increased significantly),5,GenAI Perceptions in Education
familiarity (participants' familiarity with GenAI tools increased significantly),5,GenAI Perceptions in Education
"attitude (participants shifted from viewing GenAI as a content generator to an assistant, becoming more critical and reflective)",5,GenAI Perceptions in Education
"Students perceived the ChatGPT-supported teacher feedback as clearer and more helpful than traditional feedback, which made it easier for them to revise their work.",1,AI vs Human Feedback Perceptions
attitude (Students' attitudes towards AI-assisted writing were measured and showed a positive shift post-training.),7,GenAI Boosts Learner Confidence
confidence (Students' confidence in using AI tools ethically increased from 66% to 80% post-training.),6,GenAI Perceptions in Education
"anxiety (The use of AI tools was perceived to reduce anxiety in academic writing, with a mean agreement of 3.84 out of 5.)",7,GenAI Boosts Learner Confidence
other (Preference for feedback source: Students showed a clear preference for teacher feedback (M=4.38) and peer feedback (M=3.69) over AI feedback (M=3.08).),1,AI vs Human Feedback Perceptions
Perceived usefulness: Belief that using ChatGPT will enhance learning performance.,12,GenAI Perceptions in Education
Perceived ease of use: Belief that using ChatGPT is free of effort.,11,GenAI Perceptions in Education
Enjoyment: The pleasure derived from using ChatGPT for language learning.,12,GenAI Perceptions in Education
Trust: Belief in the credibility and security of ChatGPT.,11,GenAI Perceptions in Education
Self-efficacy: An individual's confidence in their ability to use ChatGPT effectively.,11,GenAI Perceptions in Education
Technology anxiety: Feelings of apprehension when using ChatGPT.,11,GenAI Perceptions in Education
"Interactivity: The degree of seamless, responsive interaction with ChatGPT.",11,GenAI Perceptions in Education
Human-likeness: The extent to which ChatGPT's interaction resembles a human.,2,GenAI Boosts Learner Confidence
Subjective norms: Perception that important others believe one should use ChatGPT.,11,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
Willingness to communicate (WTC): The avatar group showed a significant improvement in their willingness to speak English.,8,AI-Enhanced Learner Engagement
Anxiety: The avatar group experienced a significant reduction in foreign language speaking anxiety (FLSA).,8,AI-Enhanced Learner Engagement
Confidence: The avatar group reported significantly higher self-perceived communicative competence (SPCC).,2,GenAI Boosts Learner Confidence
"Engagement: Students, particularly in the avatar group, reported a more immersive and engaging learning experience.",9,AI-Enhanced Learner Engagement
Enjoyment: The stress-free environment created by the AI tools increased overall learning enjoyment.,6,GenAI Perceptions in Education
Autonomy: Exposure to GenAI tools motivated students to explore autonomous learning practices outside of class.,10,AI-Fostered Learner Autonomy
Motivation and interest: Learners felt motivated and interested in engaging with the chatbots.,2,GenAI Boosts Learner Confidence
"Authenticity: Learners perceived the interactions as authentic, feeling like they were chatting in a real-life situation or with a native speaker.",8,AI-Enhanced Learner Engagement
Reduced anxiety: Learners experienced less tension and anxiety when communicating with the chatbot compared to human interaction.,2,GenAI Boosts Learner Confidence
Usefulness: Learners positively evaluated the chatbots as a useful resource for L2 learning.,2,GenAI Boosts Learner Confidence
"Motivation: Students felt motivated by the chatbot's friendly, encouraging, and non-judgmental conversational style.",2,GenAI Boosts Learner Confidence
Autonomy: Students felt in control of their learning process as the chatbot allowed them to manage their own learning tasks and pace.,2,GenAI Boosts Learner Confidence
"Task Difficulty: Students perceived some learning strategies (Analysing and Crafting) as cognitively 'difficult' and 'exhausting', leading to less frequent application.",0,GenAI Perceptions in Education
"engagement: Students were reported to be 'fully engaged', 'curious and involved', shifting from passive listening to active participation and discussion.",9,AI-Enhanced Learner Engagement
"attitude: Students showed positive reactions ('happy faces') and interest in learning about diverse Englishes, connecting classroom content to real-world contexts like TV shows.",8,AI-Enhanced Learner Engagement
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
"Attitude: PSTs generally held a positive attitude towards GenAI, viewing it as an expert and a useful tool.",5,GenAI Perceptions in Education
"Trust: PSTs demonstrated high trust in GenAI for producing 'native-like' content and providing expert pedagogical advice, leading to over-reliance.",5,GenAI Perceptions in Education
"Anxiety: PSTs experienced anxiety about their own English writing abilities, which GenAI helped alleviate, but also felt anxiety about being replaced by AI in the future.",5,GenAI Perceptions in Education
"Confidence: PSTs lacked confidence in their English and teaching skills, relying on GenAI to compensate, which shaped their self-perception and identity.",5,GenAI Perceptions in Education
"Satisfaction: Learners' overall impression of ChatGPT's responses, evaluated based on alignment with user intent, clarity, conciseness, relevance, and accuracy of the content.",12,GenAI Perceptions in Education
"The study investigated learners' 'perceived perezhivaniya,' which encompasses their subjective emotional, cognitive, and behavioral experiences with GenAI-mediated writing revision.",14,GenAI Boosts Learner Confidence
"Three distinct perceptual profiles were identified: 1) Active content-focused agents who showed high learning agency and focused on content; 2) Passive language-focused perceivers who were more sensitive to affective experiences and focused on linguistic aspects; 3) Multidimensional-focused participants who had a complex and neutral view, engaging with multiple revision aspects.",7,GenAI Boosts Learner Confidence
Motivation and confidence: 75% of participants reported increased motivation and confidence after using the AI tool.,6,GenAI Perceptions in Education
"Attitude: Students' perceptions shifted from initial skepticism to a greater appreciation of AI's capabilities, paired with appropriate guidance.",6,GenAI Perceptions in Education
"Autonomy: Students demonstrated metacognitive growth by becoming more reflective and selective in how they engaged with AI feedback, fostering revision awareness.",10,AI-Fostered Learner Autonomy
"Trust: Students consistently preferred human feedback for its personalized and relational qualities, indicating a higher level of trust in instructor input over AI-generated suggestions.",1,AI vs Human Feedback Perceptions
"Positive perceptions of ChatGPT as a helpful collaborator for idea generation, language enrichment, and improving language expression.",4,GenAI Boosts Learner Confidence
"ChatGPT was perceived as more professional, reliable, and flexible than human peers.",11,GenAI Perceptions in Education
Negative perceptions included cognitive overload due to the vast amount of information provided by ChatGPT.,11,GenAI Perceptions in Education
"Some students noted a lack of emotional connection and motivation compared to human collaboration, finding ChatGPT's responses formulaic.",11,GenAI Perceptions in Education
"Ethical concerns were raised, with students acknowledging issues of plagiarism and the need to mask AI-generated writing.",7,GenAI Boosts Learner Confidence
Empowerment: Students felt GenAI augmented their writing abilities and enhanced their sense of control.,5,GenAI Perceptions in Education
"Agency: Students expressed a strong desire to maintain a leading role and control over their writing process, positioning AI as an assistive tool.",7,GenAI Boosts Learner Confidence
Confidence: Using GenAI for language polishing and structuring gave students more confidence in the quality of their final submissions.,5,GenAI Perceptions in Education
"Skepticism: Students were critical of GenAI's accuracy, particularly regarding factual information and generating references.",5,GenAI Perceptions in Education
"Anxiety: Some students expressed fear of becoming over-reliant on GenAI, which could lead to procrastination and a lack of motivation to think for themselves.",5,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
Speaking anxiety: The study measured reductions in foreign language speaking anxiety and pronunciation anxiety.,8,AI-Enhanced Learner Engagement
Self-directed motivation: The study assessed increases in learners' self-directed motivation for speaking English.,8,AI-Enhanced Learner Engagement
Confidence: The study measured improvements in learners' confidence in social interaction.,0,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
"Attitude: Measured learners' overall mindset, perspective, and disposition toward using ChatGPT, including perceived usefulness, ease of use, and understanding of its limitations.",12,GenAI Perceptions in Education
Self-efficacy: Measured learners' belief and confidence in their ability to effectively use generative AI for their self-directed learning goals.,6,GenAI Perceptions in Education
"Motivation: Measured the intrinsic (e.g., curiosity) and extrinsic factors that drive learners' engagement and persistence in using ChatGPT for learning.",12,GenAI Perceptions in Education
"Strategy Use: Measured learners' application of behavioral, cognitive, and meta-cognitive strategies when interacting with ChatGPT.",12,GenAI Perceptions in Education
"Resource Use: Measured learners' ability to manage and utilize resources offered by AI, such as plugins and extensions, to enhance learning.",6,GenAI Perceptions in Education
"agency: Learners negotiated varying levels of agency, from passive consumption to active co-creation with AI.",10,AI-Fostered Learner Autonomy
"critical awareness: Learners developed an understanding of AI's commercial nature, training data biases, and algorithmic limitations.",6,GenAI Perceptions in Education
dispositional stance: Learners adopted a proactive and curious mindset to understand and control AI tools rather than viewing them as mysterious technology.,6,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
Performance Expectancy: Students' belief that using the AI tool will enhance their performance in translation tasks.,6,GenAI Perceptions in Education
Effort Expectancy: Students' perception of the ease of use of the AI translation tool.,6,GenAI Perceptions in Education
"Social Influence: The extent to which students perceive that important others (peers, instructors) believe they should use the AI tool.",6,GenAI Perceptions in Education
Behavioral Intention: Students' intention to use AI-mediated translation tools.,13,GenAI Perceptions in Education
Use Behavior: The actual usage of the AI tools by students.,6,GenAI Perceptions in Education
"Engagement: The Guided group enjoyed the structured, interactive in-class activities, while the Free group showed the most enthusiasm for writing due to the low-pressure, ungraded environment.",9,AI-Enhanced Learner Engagement
"Autonomy: The Free group was encouraged to use ChatGPT independently, which fostered self-directed learning.",10,AI-Fostered Learner Autonomy
"Anxiety: Students in the Restricted and Guided groups experienced tension and pressure related to graded in-class essays, whereas the Free group operated in a more relaxed and comfortable atmosphere.",0,GenAI Perceptions in Education
"Writing self-efficacy: The study investigated learners' beliefs about their own writing skills when using GenAI, identifying four distinct profiles (highly confident all-rounders, practical assistance seekers, interaction-oriented communicators, and unconfident less-adaptable users).",14,GenAI Boosts Learner Confidence
"engagement: The study investigated GenAI-mediated writing engagement, defined as writers' participation and devotion to writing triggered by interactions with GenAI tools. It was analyzed through three sub-dimensions: behavioral (active participation like composing), emotional (presence of positive or negative emotions like anxiety or relief), and cognitive (mental efforts, classified as 'shallow' for mechanical tasks and 'deep' for complex activities like evaluation and synthesis).",7,GenAI Boosts Learner Confidence
"disengagement: The study also examined disengagement, defined as learners' withdrawal and absenteeism from learning, which manifested as procrastination, negative emotions, cognitive overload, and distraction.",9,AI-Enhanced Learner Engagement
"Perceived Usefulness: Students generally perceived GAI as useful for linguistic polishing, idea inspiration, and saving time, though they were skeptical about its utility for creative and critical thinking in formal writing.",7,GenAI Boosts Learner Confidence
"Perceived Ease of Use: GAI tools were seen as intuitive and user-friendly, but interacting with them for high-quality formal content was perceived as difficult and cognitively demanding.",13,GenAI Perceptions in Education
Subjective Norms: The opinions and practices of peers and teachers influenced students' judgments and intentions regarding GAI use.,5,GenAI Perceptions in Education
Self-Efficacy: Students with higher confidence in their ability to use GAI were more likely to intend to use it.,5,GenAI Perceptions in Education
"Attitude: Students held mixed attitudes, appreciating GAI's benefits while also being concerned about risks like over-reliance and plagiarism.",5,GenAI Perceptions in Education
"Students generally had positive affective engagement, perceiving the feedback as helpful, supportive, and valuable for future use.",1,AI vs Human Feedback Perceptions
"Students appreciated the feedback's locatability, readability, and clarity, especially for language use, which made it easy to identify and correct mistakes.",1,AI vs Human Feedback Perceptions
"Some students found the feedback too lengthy, overwhelming, or containing advanced language, which created cognitive load and occasional discouragement.",1,AI vs Human Feedback Perceptions
"Students expressed doubts about the feedback's accuracy, noting instances of incorrect or contradictory suggestions.",1,AI vs Human Feedback Perceptions
"Students valued the supportive and encouraging tone, which motivated them to revise.",1,AI vs Human Feedback Perceptions
"Students perceived ChatGPT as a useful assistant for correcting grammar, generating ideas, and improving writing coherence.",4,GenAI Boosts Learner Confidence
Some students viewed ChatGPT as a 'confidence booster' that made them feel more assured about their writing abilities.,4,GenAI Boosts Learner Confidence
"Students perceived the need to maintain their own voice and originality, viewing ChatGPT as a tool to support, not replace, their writing process.",4,GenAI Boosts Learner Confidence
"Students perceived limitations in ChatGPT, noting it could produce content lacking emotional depth or be less effective for generating original ideas.",12,GenAI Perceptions in Education
"Task Motivation: Assessed through a questionnaire covering task enjoyment, reported effort, result assessment, and perceived relevance.",9,AI-Enhanced Learner Engagement
"Result Assessment (Confidence): Students in the collaborative mode reported a significantly higher level of satisfaction with their outcomes compared to the individual mode, indicating greater confidence.",1,AI vs Human Feedback Perceptions
Attitude: Instructors' positive feelings toward GenAI were the strongest predictor of their intention to use it.,5,GenAI Perceptions in Education
Perceived Usefulness: Belief in the effectiveness of GenAI tools was a significant predictor of both intention to use and actual use.,5,GenAI Perceptions in Education
Perceived Ease of Use: The perceived simplicity of using GenAI tools significantly predicted instructors' intention to use them.,5,GenAI Perceptions in Education
"Trust: Perceived trust in GenAI (fairness, reliability, ethics) was correlated with perceived ease of use but did not directly predict intention to use or actual use.",5,GenAI Perceptions in Education
other (Pedagogical Beliefs): Instructors' pedagogical beliefs (constructivist vs. transmissive) significantly shaped their perceptions of GenAI's usefulness and ease of use.,5,GenAI Perceptions in Education
"Usefulness: Students perceived that drafts from ChatGPT could serve as model texts to improve their writing skills regarding structure, language, and content.",4,GenAI Boosts Learner Confidence
Enjoyment: Students felt that AI-generated images made the digital multimodal composing process more enjoyable.,7,GenAI Boosts Learner Confidence
Personalization: Students were impressed by the personalized experience provided by generative AI technologies.,6,GenAI Perceptions in Education
Concern about overreliance: Students expressed concern that using generative AI could make them 'too lazy to think on their own' and lead to total dependency.,6,GenAI Perceptions in Education
Motivation: Participants felt motivated and excited while interacting with the chatbot.,2,GenAI Boosts Learner Confidence
"Engagement: The chatbot-assisted speaking was perceived as enjoyable, motivating, and engaging.",2,GenAI Boosts Learner Confidence
Enjoyment: The chatbot's charismatic style and human-like voice created an enjoyable speaking experience.,2,GenAI Boosts Learner Confidence
"Anxiety: The chatbot created a non-judgmental and less anxious atmosphere, reducing anxiety related to EFL speaking.",2,GenAI Boosts Learner Confidence
Confidence: The supportive environment enhanced learners' confidence.,0,GenAI Perceptions in Education
Autonomy: Individual interactions fostered personalized engagement and self-directed learning.,10,AI-Fostered Learner Autonomy
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
"Intrinsic motivation: Measured through perceived enjoyment, value, and autonomy, showing the experimental group found the activity more satisfying and valuable.",9,AI-Enhanced Learner Engagement
"Situational interest: Assessed via attention quality, exploration intention, and sense of challenge, indicating the experimental group was more focused and eager to explore.",9,AI-Enhanced Learner Engagement
"Cognitive load: Measured to assess the mental effort required, with no significant difference found between groups, suggesting the innovative approach was not more demanding.",13,GenAI Perceptions in Education
"Effort regulation: Measured to determine students' investment in the task, with the experimental group showing significantly greater effort.",9,AI-Enhanced Learner Engagement
Self-efficacy: Students' belief in their ability to perform oral English tasks.,8,AI-Enhanced Learner Engagement
Learning interest: Students' curiosity and enjoyment in learning English.,8,AI-Enhanced Learner Engagement
Learning motivation: Students' drive and reasons for learning English.,8,AI-Enhanced Learner Engagement
Attitude toward AI-assisted language learning: Students' overall disposition towards using AI tools for language learning.,6,GenAI Perceptions in Education
Communicative confidence: Students' self-assurance in their ability to communicate effectively in English.,8,AI-Enhanced Learner Engagement
Satisfaction: Students' overall contentment with the AI-assisted learning experience.,6,GenAI Perceptions in Education
Motivation: Students' motivation to read increased when texts were personalized to their proficiency and interests.,14,GenAI Boosts Learner Confidence
Engagement: Students showed greater engagement and persistence when reading materials aligned with their personal interests.,9,AI-Enhanced Learner Engagement
Autonomy: The platform was perceived to increase student autonomy by allowing them to select reading materials freely.,10,AI-Fostered Learner Autonomy
Confidence: Personalized SRL support and the ability to tackle reading challenges with the chatbot's help boosted students' confidence and competence in self-directed reading.,2,GenAI Boosts Learner Confidence
"Anxiety: AI tools significantly reduced public speaking anxiety by providing planning support, objective feedback, and a safe practice environment.",6,GenAI Perceptions in Education
"Confidence: Receiving constructive, non-judgmental feedback and seeing measurable progress through AI tools boosted students' self-confidence.",6,GenAI Perceptions in Education
Motivation: The personalized guidance and unique ideas from AI tools increased students' motivation to prepare for and deliver their presentations.,6,GenAI Perceptions in Education
"Performance: Students perceived a significant improvement in their academic speaking skills, which was confirmed by quantitative data.",8,AI-Enhanced Learner Engagement
"Autonomy: AI tools supported learner autonomy by providing on-demand, personalized support for practice and revision outside the classroom.",10,AI-Fostered Learner Autonomy
"Attitudes of teacher educators included ambivalence, curiosity, and a sense of 'inexplicable ecstasy' mixed with professional vulnerability and feeling outdated.",0,GenAI Perceptions in Education
"Perceptions of student teachers were that they are digitally confident, creative, and often more familiar with GenAI tools than their instructors.",5,GenAI Perceptions in Education
Motivation: The study examined the influence of the ideal L2 self (learners' envisioned future selves as proficient L2 users) and the ought-to L2 self (attributes learners feel compelled to possess due to external expectations) on AI-IDLE engagement.,6,GenAI Perceptions in Education
Enjoyment: The study investigated enjoyment as a key positive emotion and affective factor that shapes and sustains learners' involvement in AI-IDLE.,6,GenAI Perceptions in Education
"Emotions: Participants' feelings about using AI, categorized as achievement, challenge, loss, and deterrence.",6,GenAI Perceptions in Education
Appraisal: Participants' cognitive evaluation of AI use demands as either a challenge (opportunity for growth) or a hindrance (threat).,6,GenAI Perceptions in Education
"Coping Strategies: Participants' methods for managing AI-related demands, categorized as approach-oriented (e.g., positive reinterpretation) and avoidance-oriented (e.g., venting, distancing).",6,GenAI Perceptions in Education
AI-enabled productivity: Participants' perception of the extent to which AI use enhances their work performance and efficiency.,6,GenAI Perceptions in Education
"Positive emotions experienced by teachers included enjoyment, excitement, motivation, satisfaction, accomplishment, interest, and confidence.",0,GenAI Perceptions in Education
"Negative emotions experienced by teachers included anxiety, stress, worry, frustration, confusion, pressure, disappointment, dissatisfaction, and embarrassment.",0,GenAI Perceptions in Education
"Engagement: Students exhibited high levels of persistence and productivity, with intense cognitive and metacognitive processes.",9,AI-Enhanced Learner Engagement
"Motivation: Students felt strong intrinsic motivation, driven by enjoyment and a sense of control.",9,AI-Enhanced Learner Engagement
"Satisfaction: Students expressed enjoyment and comfort, describing the interaction as chatting with a 'knowledgeable, good friend'.",2,GenAI Boosts Learner Confidence
"Self-efficacy: Students' writing self-efficacy decreased after the intervention, attributed to an increased awareness of their weaknesses.",14,GenAI Boosts Learner Confidence
"Attitude: Students generally had a positive attitude towards the chatbot, finding its persona 'cute' and 'funny'.",2,GenAI Boosts Learner Confidence
"Intrinsic motivation: Assessed through items related to personalization, playfulness, and autonomy in using GAI for digital multimodal composing.",7,GenAI Boosts Learner Confidence
Self-efficacy: Assessed through items related to perceived assistance from GAI and the human-like quality of interaction (anthropomorphism).,6,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
"Attitude: The study investigated teachers' mixed attitudes towards ChatGPT, which ranged from positive (e.g., revolutionary, helpful) to negative (e.g., troublesome, scary, threatening), reflecting a cautious but open mindset.",12,GenAI Perceptions in Education
"Engagement: The study measured behavioral (revision operations), cognitive (processing of feedback), and affective (emotional reactions) engagement with ChatGPT.",12,GenAI Perceptions in Education
"Attitude: Participants expressed positive attitudes, describing ChatGPT as 'user-friendly,' 'powerful,' 'amazing,' and 'innovative.'",11,GenAI Perceptions in Education
"Satisfaction: Participants expressed strong satisfaction with suggestions on style and paraphrasing, which they felt made their writing more professional and native-like.",14,GenAI Boosts Learner Confidence
Trust: Participants trusted ChatGPT for style suggestions but were critical and distrustful of its feedback on mechanics due to inaccuracies.,11,GenAI Perceptions in Education
Attitude: Students moved from shallow opinions and skepticism to a more calibrated and nuanced perspective on GAI.,5,GenAI Perceptions in Education
Satisfaction: Students expressed self-satisfaction with the opportunity to experiment and gain first-hand insight into GAI's usefulness.,13,GenAI Perceptions in Education
Autonomy: The self-regulated learning approach helped students develop author agency and a sense of text ownership.,10,AI-Fostered Learner Autonomy
"Confidence: The experience was empowering, enabling students to gain awareness of their own voice, vocabulary, and style.",8,AI-Enhanced Learner Engagement
"other (Discomfort): One student expressed surprise and discomfort when their use of ChatGPT was detected by a peer, highlighting social anxieties around GAI use.",11,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
"Mixed emotions towards AI, including satisfaction with immediate feedback, anxiety from comparing their work to AI's output, and frustration with AI's limitations.",6,GenAI Perceptions in Education
A sense of fulfillment and confidence when producing higher quality writing with AI assistance.,7,GenAI Boosts Learner Confidence
"Concerns about over-reliance on AI for brainstorming and proofreading, fearing it would hinder independent thinking and performance in exams.",7,GenAI Boosts Learner Confidence
"Perceived improvements in vocabulary acquisition, though limited to simpler expressions.",8,AI-Enhanced Learner Engagement
"Uncertainty about the long-term impact on language proficiency, especially regarding essay structure.",8,AI-Enhanced Learner Engagement
awareness: Post-task talks indicated students valued the intervention as it had increased their awareness of how to evaluate GenAI text and work with it in the future.,5,GenAI Perceptions in Education
critical appraisal: The guided comparison was effective in facilitating students' critical appraisal of their own texts as well as GenAI texts.,14,GenAI Boosts Learner Confidence
Disposition: Students tended to treat GenAI as a neutral tool for accurate answers.,5,GenAI Perceptions in Education
"Attitude: Students were hesitant for teachers to know they used the tools, viewing them as potential instruments for plagiarism.",0,GenAI Perceptions in Education
"Engagement: Engagement varied from using tools like dictionaries to more moderate use for general information, rather than in-depth writing assistance.",9,AI-Enhanced Learner Engagement
Awareness: Students demonstrated a practical rather than critical awareness of how the tools operated.,0,GenAI Perceptions in Education
Motivation: Students were motivated to use AI for time-saving and to overcome writer's block.,7,GenAI Boosts Learner Confidence
Cognitive Load: Students experienced reduced cognitive load for specific writing tasks but increased cognitive load when navigating the AI and its outputs.,7,GenAI Boosts Learner Confidence
"Attitude/Trust: A spectrum of attitudes was observed, from a tendency to trust AI suggestions to skepticism and a desire to maintain their own authorial voice.",6,GenAI Perceptions in Education
"Satisfaction: Students expressed both satisfaction with AI's help and frustration with its limitations, such as repetitive or inaccurate responses.",6,GenAI Perceptions in Education
"Engagement: The study's central construct, analyzed through behavioral, cognitive, and affective dimensions, which varied significantly among participants based on proficiency and goals.",9,AI-Enhanced Learner Engagement
"Trust: Participants generally trusted the GAI, especially for grammatical feedback, viewing it as more knowledgeable than themselves.",5,GenAI Perceptions in Education
Confidence: One participant reported a 10-20% increase in writing confidence after using the platform.,14,GenAI Boosts Learner Confidence
"Attitude: Generally positive, viewing the feedback as useful, but interspersed with negative feelings like confusion and helplessness when feedback was unclear or too general.",1,AI vs Human Feedback Perceptions
"Participants generally held a positive opinion of ChatGPT, valuing its assistance in content creation and time management, while expressing some concerns about accuracy and overreliance.",11,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
"Satisfaction: Informal surveys revealed learners felt ChatGPT made their sentences 'smoother and more natural, resembling native-speaker writing.'",4,GenAI Boosts Learner Confidence
Performance: Learners appreciated how ChatGPT expanded their vocabulary and corrected grammatical errors.,4,GenAI Boosts Learner Confidence
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
N/A,3,Uncategorized Research Gaps
"Reading engagement: The study measured students' behavioral, cognitive, and emotional involvement in reading, finding significant improvements in the experimental group.",9,AI-Enhanced Learner Engagement
Motivation: Students in the experimental group reported that the personalized and interactive nature of the chatbot motivated them to read regularly and enjoy the process.,2,GenAI Boosts Learner Confidence
Perceived usefulness: Students perceived the chatbot's tailored guidance and step-by-step solutions as effective in helping them address specific reading challenges and better understand SRL strategies.,2,GenAI Boosts Learner Confidence
Positive attitudes towards GAI's potential for overcoming writing challenges and improving performance.,14,GenAI Boosts Learner Confidence
"Concerns about over-reliance, misinformation, and academic integrity.",0,GenAI Perceptions in Education
Perception of ChatGPT as a tool for greater efficiency and higher quality in academic writing.,4,GenAI Boosts Learner Confidence
"Students perceived GenAI as a useful tool for exploration, confirmation, and execution in dissertation writing.",5,GenAI Perceptions in Education
"Students expressed uncertainty and diverging views on what constitutes plagiarism when using GenAI, a concept termed 'AI-giarism'.",5,GenAI Perceptions in Education
Students showed a dilemma about acknowledging GenAI use due to fear of negative perception from supervisors and recruiters.,5,GenAI Perceptions in Education
"Students' trust in GenAI was influenced by both the tool's performance ('intrinsic trust') and social factors, such as recommendations from supervisors.",5,GenAI Perceptions in Education
GenAI use was perceived to help overcome psycho-cognitive conditions like imposter syndrome.,5,GenAI Perceptions in Education
Anxiety: ChatGPT played a role in reducing the participant's anxiety and sense of burden when engaging with academic reading.,12,GenAI Perceptions in Education
"Trust: The participant expressed skepticism and distrust regarding the accuracy and reliability of ChatGPT's responses, leading him to verify information through other sources.",11,GenAI Perceptions in Education
"Fatigue: The participant experienced mental strain and fatigue from constantly evaluating ChatGPT's accuracy, interacting with the tool, and processing its verbose responses.",11,GenAI Perceptions in Education
Autonomy: Students' sense of ownership and initiative in choosing and using MT/GAI tools.,10,AI-Fostered Learner Autonomy
Competence: Students' feeling of being effective and capable in completing academic writing tasks using MT/GAI.,14,GenAI Boosts Learner Confidence
Relatedness: Students' sense of feeling connected to and supported by peers and instructors when using MT/GAI.,0,GenAI Perceptions in Education
N/A,3,Uncategorized Research Gaps
"Students held mixed perceptions regarding ChatGPT's role in developing critical thinking. Many viewed it as a valuable tool for cognitive enhancement that expanded their thinking, provided diverse perspectives, and helped in argument construction. Conversely, others perceived it as a tool that could lead to overreliance, cognitive laziness, and biased or superficial thinking, highlighting the need for critical engagement and independent verification of its outputs.",11,GenAI Perceptions in Education
"Teachers perceived AI feedback as beneficial for its individualized, responsive, and adaptive characteristics, but also expressed concerns about its precision and potential for misuse.",6,GenAI Perceptions in Education
Students in the experimental group experienced enhanced motivation and self-efficacy (inferred from citations).,9,AI-Enhanced Learner Engagement
"Engagement: Measured by the frequency of chatbot usage and the number and types of questions asked, both of which showed an increasing trend over the study period.",2,GenAI Boosts Learner Confidence
