source_filename,prompt_index,prompt,title,authors,char_len,lang,token_count,sentence_count,prompt_en,has_role,has_constraints,has_example,has_cot,has_any_structure,imperative_like,interrogative_like
1-s2.0-S0346251X24003439-main.pdf,1,Please further explain the meaning of False Analogy.,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",52,en,9,1,Please further explain the meaning of False Analogy.,False,False,False,False,False,True,False
1-s2.0-S0346251X24003439-main.pdf,2,"So, False Analogy is about drawing comparisons between incomparable subjects and leading to an invalid conclusion. Am I right?",ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",126,en,22,2,"So, False Analogy is about drawing comparisons between incomparable subjects and leading to an invalid conclusion. Am I right?",False,False,False,False,False,False,False
1-s2.0-S0346251X24003439-main.pdf,3,"Why is False Analogy a fallacy, while True Analogy is not?",ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",58,en,13,1,"Why is False Analogy a fallacy, while True Analogy is not?",False,False,False,False,False,False,True
1-s2.0-S0346251X24003439-main.pdf,4,"False Analogy is a fallacy because it draws comparisons between incomparable subjects and leads to an invalid conclusion. However, True Analogy draws comparisons between comparable subjects, so it leads to a valid conclusion.",ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",225,en,37,2,"False Analogy is a fallacy because it draws comparisons between incomparable subjects and leads to an invalid conclusion. However, True Analogy draws comparisons between comparable subjects, so it leads to a valid conclusion.",False,False,False,False,False,False,False
1-s2.0-S0346251X24003439-main.pdf,5,Please give me some examples about False Analogy.,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",49,en,9,1,Please give me some examples about False Analogy.,False,False,False,False,False,True,False
1-s2.0-S0346251X24003439-main.pdf,6,Please give me some T/F questions about False Analogy.,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",54,en,12,1,Please give me some T/F questions about False Analogy.,False,False,False,False,False,True,False
1-s2.0-S0346251X24003439-main.pdf,7,Could you give me some more challenging exercises?,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",50,en,9,1,Could you give me some more challenging exercises?,False,False,False,False,False,False,True
1-s2.0-S0346251X24003439-main.pdf,8,True. The given sentence commits False Analogy.,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",47,en,9,2,True. The given sentence commits False Analogy.,False,False,False,False,False,False,False
1-s2.0-S0346251X24003439-main.pdf,9,From which perspectives can I analyse the following essay from the logical perspective?,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",87,en,14,1,From which perspectives can I analyse the following essay from the logical perspective?,False,False,False,False,False,False,True
1-s2.0-S0346251X24003439-main.pdf,10,Please give me some references to modify this logical link.,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",59,en,11,1,Please give me some references to modify this logical link.,False,False,False,False,False,True,False
1-s2.0-S0346251X24003439-main.pdf,11,I have modified/created the logical link as follows. What do you think about it?,ChatGPT affordance for logic learning strategies and its usefulness for developing knowledge and quality of logic in English argumentative writing,"Ruofei Zhang, Di Zou, Gary Cheng",80,en,18,2,I have modified/created the logical link as follows. What do you think about it?,False,False,False,False,False,False,False
1-s2.0-S0346251X2500020X-main.pdf,0,"Can you generate a reading text of around 200 words, including the following English words from different varieties? I have provided the definitions for your reference. Amha (Singaporean English): A woman employed by a family to clean, care for children, etc. Hanbok (Korean English): A traditional Korean costume consisting of a jacket with long sleeves and a long, wide skirt for women or loose trousers for men. Arvo (Australian/New Zealand English): Afternoon. Manga (Japanese English): A Japanese style of comic strip, which may be aimed at either adults or children. Kiwi(s) (New Zealand English): A person from New Zealand. Pak choi (Hong Kong English): A type of Chinese cabbage with long dark green leaves and thick white stems. Loo (British English): A toilet.",The educational affordances and challenges of generative AI in Global Englishes-oriented materials development and implementation: A critical ecological perspective,Alfred W.T. Lo,770,en,154,9,"Can you generate a reading text of around 200 words, including the following English words from different varieties? I have provided the definitions for your reference. Amha (Singaporean English): A woman employed by a family to clean, care for children, etc. Hanbok (Korean English): A traditional Korean costume consisting of a jacket with long sleeves and a long, wide skirt for women or loose trousers for men. Arvo (Australian/New Zealand English): Afternoon. Manga (Japanese English): A Japanese style of comic strip, which may be aimed at either adults or children. Kiwi(s) (New Zealand English): A person from New Zealand. Pak choi (Hong Kong English): A type of Chinese cabbage with long dark green leaves and thick white stems. Loo (British English): A toilet.",False,True,False,False,True,False,True
1-s2.0-S0346251X25001472-main.pdf,0,"Training (GPT_original, GPT calibrated): I am conducting a research comparing the performance of ChatGPT and human raters in assessing L2 learners' ability in writing integrated reading-based essays-summary essays. I have a specific rubric you can follow. Let me go through the training first, before you actually rate the essays. okay? For this study, you will rate a set of student texts that were written as part of the English Placement Test (EPT) at a Midwestern US University. The EPT writing test assesses test takers' ability to summarize, synthesize, and evaluate information presented from reading sources with sufficient details and examples in Standard English. Examinees read two texts about a current issue and complete the following summary task. Task 1 (15 min): Summary essay (100-120 words) Write a paragraph in which you summarize, compare, and contrast the main points of the authors of the two texts Let me send you the rubric file first. The rubric is composed of five dimensions, each featuring five scale bands (1 weak to 5 strong). If you have any questions let me know, okay?",When Al meets source use: Exploring ChatGPT's potential in L2 summary writing assessment,Haeyun Jin,1101,en,216,10,"Training (GPT_original, GPT calibrated): I am conducting a research comparing the performance of ChatGPT and human raters in assessing L2 learners' ability in writing integrated reading-based essays-summary essays. I have a specific rubric you can follow. Let me go through the training first, before you actually rate the essays. okay? For this study, you will rate a set of student texts that were written as part of the English Placement Test (EPT) at a Midwestern US University. The EPT writing test assesses test takers' ability to summarize, synthesize, and evaluate information presented from reading sources with sufficient details and examples in Standard English. Examinees read two texts about a current issue and complete the following summary task. Task 1 (15 min): Summary essay (100-120 words) Write a paragraph in which you summarize, compare, and contrast the main points of the authors of the two texts Let me send you the rubric file first. The rubric is composed of five dimensions, each featuring five scale bands (1 weak to 5 strong). If you have any questions let me know, okay?",False,True,False,False,True,False,False
1-s2.0-S0346251X25001472-main.pdf,1,"Practice Rating: Now, let's practice rating! Let me give you example 1. You can read it and give a separate rating for five dimensions in the rubric from 1 to 5, and a short explanation of your rating. okay? Try to be specific when giving your rationales.",When Al meets source use: Exploring ChatGPT's potential in L2 summary writing assessment,Haeyun Jin,255,en,56,5,"Practice Rating: Now, let's practice rating! Let me give you example 1. You can read it and give a separate rating for five dimensions in the rubric from 1 to 5, and a short explanation of your rating. okay? Try to be specific when giving your rationales.",False,False,False,False,False,False,False
1-s2.0-S0346251X25001472-main.pdf,2,"Calibration (GPT calibrated): Now to enhance your ability to assess student writing accurately, we will go through a structured calibration process using 50 benchmark samples representing a range of proficiency levels. Each sample has been previously rated and annotated with detailed rationales explaining the ratings assigned. I will present them in five batches. Here's what you are asked to do. 1) Review: You will carefully examine each sample, paying close attention to the ratings and rationales. 2) Practice rating: After reviewing each batch, you will practice rating new samples, applying insights gained from the benchmark examples. I encourage you to focus on the key characteristics highlighted in the rationales that align with each level of our rubric. Ready to begin?",When Al meets source use: Exploring ChatGPT's potential in L2 summary writing assessment,Haeyun Jin,783,en,139,9,"Calibration (GPT calibrated): Now to enhance your ability to assess student writing accurately, we will go through a structured calibration process using 50 benchmark samples representing a range of proficiency levels. Each sample has been previously rated and annotated with detailed rationales explaining the ratings assigned. I will present them in five batches. Here's what you are asked to do. 1) Review: You will carefully examine each sample, paying close attention to the ratings and rationales. 2) Practice rating: After reviewing each batch, you will practice rating new samples, applying insights gained from the benchmark examples. I encourage you to focus on the key characteristics highlighted in the rationales that align with each level of our rubric. Ready to begin?",True,False,False,False,True,False,False
1-s2.0-S0346251X25001472-main.pdf,3,"Silent Rating (GPT_original, GPT calibrated): Now we will rate a set of student samples based on our training. Let me first check if you remember our training. Based on our rubric last time, rate the following example. I want you to make sure that you remember the training and assign ratings accordingly, okay? The first rating round is for prompt 1. You will rate a set of 45 samples. Can you enter your ratings in the excel file that I'm sending now? ... Okay. based on your understanding, now you will rate a sample of 45 student samples that attempt to summarize the two source texts in prompt 1. Enter your ratings in the excel sheet. Remember practice rating in the training. Okay? Go ahead.",When Al meets source use: Exploring ChatGPT's potential in L2 summary writing assessment,Haeyun Jin,698,en,145,13,"Silent Rating (GPT_original, GPT calibrated): Now we will rate a set of student samples based on our training. Let me first check if you remember our training. Based on our rubric last time, rate the following example. I want you to make sure that you remember the training and assign ratings accordingly, okay? The first rating round is for prompt 1. You will rate a set of 45 samples. Can you enter your ratings in the excel file that I'm sending now? ... Okay. based on your understanding, now you will rate a sample of 45 student samples that attempt to summarize the two source texts in prompt 1. Enter your ratings in the excel sheet. Remember practice rating in the training. Okay? Go ahead.",False,False,False,False,False,False,False
1-s2.0-S0346251X25001472-main.pdf,4,"Think-aloud rating (GPT calibrated): From now on, we will conduct “think-aloud” rating, and for this portion, you will only rate the criterion “text engagement.” Before starting the rating, I will go over a training on think-aloud rating. Please read the following carefully and let me know if you have any questions. Think-aloud protocols involve participants thinking aloud (or verbalizing) as they are performing a set of specified tasks. You are expected to say whatever you are looking at on the screen, thinking, doing, and feeling as you go about your rating. ... In short, I want to learn how you decide scores for the “text engagement” criterion. Did you understand the guideline? Let me give you further guidelines before the rating. ... Now let's begin think-aloud rating. Let's start with Student 1. Make sure to give all your thought processes along with your rating.",When Al meets source use: Exploring ChatGPT's potential in L2 summary writing assessment,Haeyun Jin,880,en,185,11,"Think-aloud rating (GPT calibrated): From now on, we will conduct “think-aloud” rating, and for this portion, you will only rate the criterion “text engagement.” Before starting the rating, I will go over a training on think-aloud rating. Please read the following carefully and let me know if you have any questions. Think-aloud protocols involve participants thinking aloud (or verbalizing) as they are performing a set of specified tasks. You are expected to say whatever you are looking at on the screen, thinking, doing, and feeling as you go about your rating. ... In short, I want to learn how you decide scores for the “text engagement” criterion. Did you understand the guideline? Let me give you further guidelines before the rating. ... Now let's begin think-aloud rating. Let's start with Student 1. Make sure to give all your thought processes along with your rating.",True,False,False,False,True,False,False
1-s2.0-S0346251X25001563-main.pdf,0,"請給我一份中文科描寫教學,40分鐘的教案模板",Becoming a teacher in the era of AI: A multiple-case study of pre-service teachers' investment in AI-facilitated learning-to-teach practices,"Yue Zhang, Chun Lai, Michelle Ming Yue Gu",22,ko,1,1,"Chinese literary science research, 40 minute learning curve board",False,False,False,False,False,False,False
1-s2.0-S0346251X25001563-main.pdf,1,如何寫好一篇本科論文,Becoming a teacher in the era of AI: A multiple-case study of pre-service teachers' investment in AI-facilitated learning-to-teach practices,"Yue Zhang, Chun Lai, Michelle Ming Yue Gu",10,ko,1,1,"It's a good thing, it's good, it's a good thing.",False,False,False,False,False,False,False
1-s2.0-S0346251X25001563-main.pdf,2,"can you provie a summary of this book, [First Questions and Answers: Why am I afraid?] isbn: 9781801313919",Becoming a teacher in the era of AI: A multiple-case study of pre-service teachers' investment in AI-facilitated learning-to-teach practices,"Yue Zhang, Chun Lai, Michelle Ming Yue Gu",106,en,24,1,"can you provie a summary of this book, [First Questions and Answers: Why am I afraid?] isbn: 9781801313919",False,False,False,False,False,False,False
1-s2.0-S0346251X25001666-main.pdf,0,What is categorization?,A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",23,en,4,1,What is categorization?,False,False,False,False,False,False,True
1-s2.0-S0346251X25001666-main.pdf,1,(in response to ChatGPT's summary of a journal article) the results section is weak,A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",83,en,17,1,(in response to ChatGPT's summary of a journal article) the results section is weak,False,False,False,False,False,False,False
1-s2.0-S0346251X25001666-main.pdf,2,"Summarize the text academically and professionally. Also, write the text in English.",A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",84,en,15,2,"Summarize the text academically and professionally. Also, write the text in English.",False,False,False,False,False,True,False
1-s2.0-S0346251X25001666-main.pdf,3,It's not translation—I'm asking you to summarize an English text in English,A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",75,en,15,1,It's not translation—I'm asking you to summarize an English text in English,False,False,False,False,False,False,False
1-s2.0-S0346251X25001666-main.pdf,4,"ChatGPT, you're supposed to be smart! I gave you seven paragraphs—how hard is it to summarize them in English?",A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",110,en,25,2,"ChatGPT, you're supposed to be smart! I gave you seven paragraphs—how hard is it to summarize them in English?",False,False,False,False,False,False,False
1-s2.0-S0346251X25001666-main.pdf,5,I told you to keep the seven-paragraph structure as it is,A word to the wise: Crafting impactful prompts for ChatGPT,"Myunghwan Hwang, Ki-Ho Lee, Hee-Kyung Lee",57,en,13,1,I told you to keep the seven-paragraph structure as it is,False,False,False,False,False,False,False
