text,cluster_id,theme
Potential reduction in students' cognitive engagement and critical thinking.,2,Risks of Overreliance on GenAI
Raises significant concerns about academic integrity and authorship.,4,Risks of Overreliance on GenAI
"Leads to a 'role exchange' where students' tasks are reduced to prompting, potentially de-skilling them in core pedagogical competencies.",2,Risks of Overreliance on GenAI
The ought-to L2 self (motivation driven by external pressures) does not directly predict engagement in AI-IDLE.,3,Risks of Overreliance on GenAI
"Learners primarily driven by the ought-to L2 self tend to use AI for formal, course-related tasks rather than for autonomous, interest-driven informal learning.",3,Risks of Overreliance on GenAI
"Negative emotions (loss, deterrence) and hindrance appraisals lead to avoidance-oriented coping, which does not improve productivity.",9,Minimal Impact of GenAI on Learning Outcomes
"Most coping strategies (AI control, seeking support, venting, distancing) did not significantly impact AI-enabled productivity, suggesting they are ineffective for performance enhancement in this context.",3,Risks of Overreliance on GenAI
Teachers experience anxiety and worry about misleading or inaccurate responses from AI tools and their inability to handle complex contexts.,3,Risks of Overreliance on GenAI
"The use of AI can cause stress for teachers due to the need for additional preparation, learning, and coping with technical glitches.",3,Risks of Overreliance on GenAI
Teachers may feel frustration due to a lack of institutional resources to support AI or when students struggle to adopt the technology.,3,Risks of Overreliance on GenAI
The novelty and complexity of AI can lead to feelings of confusion and pressure for teachers to update their expertise.,3,Risks of Overreliance on GenAI
Students' English argumentative writing self-efficacy decreased after the learning session.,9,Minimal Impact of GenAI on Learning Outcomes
Some students found the chatbot's feedback to be too general and obscure.,5,GenAI Linguistic and Pedagogical Limitations
"For some learners, the tasks and materials were perceived as too easy and insufficient for deeper learning.",1,GenAI Linguistic and Pedagogical Limitations
The chatbot sometimes lost track of a student's learning progress.,5,GenAI Linguistic and Pedagogical Limitations
Students demonstrated a general lack of knowledge about prompt engineering principles and tools.,1,GenAI Linguistic and Pedagogical Limitations
"GAI may misunderstand user instructions, and fine-tuning prompts can be troublesome.",7,GenAI Linguistic and Pedagogical Limitations
"The T5 model produced counter-intuitive results, showing inverse patterns compared to other LLMs, making it less interpretable for L2 analysis.",8,GenAI Feedback and Assessment Challenges
"No single LLM could perfectly capture the nuances of L2 interlanguage development, with some models like BERT showing unexpected results in error analysis (e.g., rating a highly proficient L2 text as less surprising than an L1 text).",8,GenAI Feedback and Assessment Challenges
"Larger LLMs did not consistently outperform smaller ones, challenging the 'bigger is better' paradigm in this specific L2 context.",8,GenAI Feedback and Assessment Challenges
"Requires human verification to resolve inconsistent annotations, which occurred in 32.87% of cases.",7,GenAI Linguistic and Pedagogical Limitations
Exhibits uncertainty and produces inconsistent labels for linguistically ambiguous or vague text.,0,
Annotation performance is highly sensitive to the semantic clarity and distinctiveness of the labels used in the prompt.,0,
"ChatGPT-generated essays exhibit a significantly lower frequency of interactional metadiscourse, leading to an impersonal, expository, cold, and robotic tone.",5,GenAI Linguistic and Pedagogical Limitations
"The texts generated by ChatGPT lack the rhetorical depth and pragmatic nuance found in human writing, particularly for persuasive arguments.",5,GenAI Linguistic and Pedagogical Limitations
"ChatGPT struggles with contextual judgment and audience awareness, failing to predict reader needs for clarification or engagement.",5,GenAI Linguistic and Pedagogical Limitations
ChatGPT's reliance on fixed transitions and a lack of rhetorical flexibility suggests a formulaic approach to cohesion.,5,GenAI Linguistic and Pedagogical Limitations
ChatGPT is perceived as a potential threat that could lead to a loss of students' thinking ability.,5,GenAI Linguistic and Pedagogical Limitations
"There is a risk of overreliance or 'addiction' to the tool, similar to alcohol.",2,Risks of Overreliance on GenAI
"The nature of ChatGPT is ambivalent, capable of producing both positive outcomes and harm (e.g., plagiarism, unethical use), depending on its application.",5,GenAI Linguistic and Pedagogical Limitations
"Provides inaccurate feedback, especially on mechanics like punctuation and capitalization.",0,
Word choice suggestions can be irrelevant to the specific field or unnecessarily sophisticated.,0,
"Referencing sentences by number (e.g., 'in the seventh sentence') is inefficient and time-consuming for users.",0,
"Inability to process certain formats, such as tables.",7,GenAI Linguistic and Pedagogical Limitations
"A technical issue where the tool sometimes incorporates information from previous, unrelated queries into its response.",7,GenAI Linguistic and Pedagogical Limitations
GAI can misinterpret the author's meaning and produce text with an incorrect or artificial-sounding voice.,0,
GAI-generated language may not align with specific disciplinary discourses.,0,
"Effective prompting is an iterative and potentially time-consuming process, not a quick fix.",1,GenAI Linguistic and Pedagogical Limitations
GAI can produce subpar outcomes when interpreting instructions too literally.,7,GenAI Linguistic and Pedagogical Limitations
"AI-generated texts struggle to replicate the complex interplay of communicative purposes found in student writing, particularly in formal registers like essays and critiques.",0,
AI texts use fewer and older secondary sources and references compared to student texts.,0,
"AI-generated texts are linguistically more informational, explicit, abstract, and less involved, narrative, and persuasive than student writing.",0,
"AI-generated texts exhibit less within-register variation, making them more homogenous and formulaic than student writing.",0,
"Students experienced anxiety, feeling their own writing was inadequate compared to the advanced content generated by AI.",3,Risks of Overreliance on GenAI
"Concerns about becoming overly reliant on AI for idea generation and proofreading, which could hinder independent thinking and performance in tests without AI.",3,Risks of Overreliance on GenAI
"Students reported frustration when the AI failed to understand their queries or had a 'translanguaging deficiency,' generating text in Chinese instead of English.",0,
"Vocabulary acquisition was often limited to simpler phrases, as more advanced expressions were difficult to memorize and use correctly.",0,
"The AI had a limited impact on improving students' essay structuring skills, as they continued to rely on previously memorized templates.",3,Risks of Overreliance on GenAI
"For one dominant/passive pair, text quality decreased after revision.",0,
"The use of flawed GAIMs as models led to an overall decrease in scores for 'task requirements', as students may have been negatively influenced by models that did not meet all demands.",1,GenAI Linguistic and Pedagogical Limitations
Students showed a tendency to rely on automated suggestions from tools like Google Docs without critical evaluation.,3,Risks of Overreliance on GenAI
Students often lack a critical awareness of the underlying biases in GenAI responses.,1,GenAI Linguistic and Pedagogical Limitations
"GenAI tools can reproduce dominant discursive structures, conventions, and historical biases from their training data.",0,
The logic of AI-detection tools can disadvantage L2 writers by misclassifying their work as AI-generated due to lower lexical diversity or syntactic complexity.,0,
Potential for increased cognitive load when navigating the technology to get desired outputs.,2,Risks of Overreliance on GenAI
"Risk of disrupting the synergistic relationship between reading and writing, particularly when using AI for summarization.",0,
"Tendency for AI to produce patterned, inconsistent, and inaccurate responses.",3,Risks of Overreliance on GenAI
"Temptation for L2 writers to over-rely on AI's 'eloquence', potentially leading to a loss of their own voice, a phenomenon termed 'AI-nization'.",3,Risks of Overreliance on GenAI
"Feedback was sometimes perceived as too general, causing helplessness.",1,GenAI Linguistic and Pedagogical Limitations
Unclear or repetitive feedback led to confusion and frustration.,1,GenAI Linguistic and Pedagogical Limitations
"The system could encourage superficial engagement and overreliance, with students outsourcing cognitive work to other AI tools.",3,Risks of Overreliance on GenAI
Provides inaccurate information.,7,GenAI Linguistic and Pedagogical Limitations
"Fails to provide detailed or relevant explanations, sometimes repeating previous responses.",7,GenAI Linguistic and Pedagogical Limitations
"Can lead to overreliance and cognitive laziness, hindering users' critical thinking skills.",2,Risks of Overreliance on GenAI
"AI feedback often lacks the adaptability, interpersonal depth, and contextual sensitivity of instructor responses.",3,Risks of Overreliance on GenAI
"ChatGPT's feedback tends to be more formulaic, monologic, and depersonalized compared to instructor feedback.",5,GenAI Linguistic and Pedagogical Limitations
AI feedback falls short in enacting relational and adaptive strategies that are crucial for learner development.,3,Risks of Overreliance on GenAI
"Teachers could not consistently identify AI-generated text, especially when its quality was high and comparable to that of a proficient human writer.",0,
"Assessment based on textual quality alone can be misleading, as AI can produce sophisticated texts that mask a student's actual proficiency.",3,Risks of Overreliance on GenAI
Texts proofread with CAP exhibited significantly lower verb cohesion compared to SP and MAP.,0,
"Neither MAP nor CAP proved effective in addressing errors related to prepositions, noun endings, verb tense, pronouns, or word choice.",0,
"GenAI has a limited overall capacity for scoring classroom-based disciplinary writing tasks, showing only a moderate correlation with human raters on total scores.",0,
"GenAI is ineffective at scoring task fulfillment, which requires understanding of disciplinary knowledge and critical reflection.",1,GenAI Linguistic and Pedagogical Limitations
"GenAI is ineffective at scoring formatting, especially when it involves multimodal elements like diagrams and screenshots, not just text structure.",0,
Feature-based AES models struggled to perform reliably with this dataset.,7,GenAI Linguistic and Pedagogical Limitations
"All models, especially the feature-based one, had difficulty accurately classifying texts at the highest proficiency level ('Above A2'), likely due to an imbalanced dataset with fewer examples at that level.",0,
The move classification for the 'Conclusions' move was less accurate (F1-score < 0.80) compared to other moves.,1,GenAI Linguistic and Pedagogical Limitations
"Human evaluation indicated that the generated sentences, while fluent and readable, needed improvement in 'focus' (capturing main ideas), factual consistency, and rhetorical accuracy.",0,
"The intervention did not significantly improve the 'affective' dimension of peer feedback, as students already had high pre-test scores in this area.",9,Minimal Impact of GenAI on Learning Outcomes
There was no significant difference between the groups in the 'organisation' dimension of their writing performance.,9,Minimal Impact of GenAI on Learning Outcomes
The intervention did not lead to a significant improvement in the cognitive dimension of self-regulated reading strategies.,9,Minimal Impact of GenAI on Learning Outcomes
Some students were reluctant to adopt the cognitive strategies recommended by the system due to the perceived difficulty in mastering them.,1,GenAI Linguistic and Pedagogical Limitations
"Some students in the control group reported boredom due to the non-interactive, text-only presentation of reading materials.",9,Minimal Impact of GenAI on Learning Outcomes
Potential for generating misinformation and fake citations.,4,Risks of Overreliance on GenAI
Risk of plagiarism.,4,Risks of Overreliance on GenAI
Outputs can be incoherent or not align with disciplinary conventions.,1,GenAI Linguistic and Pedagogical Limitations
Can cause loss of original meaning in translation.,0,
Over-reliance could harm academic writing skills in the long run.,2,Risks of Overreliance on GenAI
Concerns about data reliability and accuracy of GenAI outputs.,7,GenAI Linguistic and Pedagogical Limitations
"Potential for loss of textual ownership, over-dependence on the technology, and reduced creativity and critical thinking.",2,Risks of Overreliance on GenAI
Ethical concerns regarding AI's hallucination and lack of contextual understanding.,3,Risks of Overreliance on GenAI
"The questionable reliability and accuracy of ChatGPT's responses, particularly for mathematical formulas and algorithms, caused distrust and required extra time for verification.",5,GenAI Linguistic and Pedagogical Limitations
ChatGPT's tendency to provide overly verbose and detailed responses made it difficult to extract key information and added an extra layer of effort to the reading process.,5,GenAI Linguistic and Pedagogical Limitations
The combination of verifying information and dealing with verbose responses contributed to user fatigue and mental exhaustion.,7,GenAI Linguistic and Pedagogical Limitations
"Potential for overreliance, hindering development of research and composition skills",2,Risks of Overreliance on GenAI
"Erosion of critical thinking, creativity, and editing skills",2,Risks of Overreliance on GenAI
Concerns about plagiarism and academic integrity,4,Risks of Overreliance on GenAI
Generation of inaccurate outputs and 'hallucinations' like fake citations,4,Risks of Overreliance on GenAI
Information leakage and negative impacts on future employment,4,Risks of Overreliance on GenAI
The quality of ChatGPT's output is highly dependent on the precision and clarity of the user's prompts.,5,GenAI Linguistic and Pedagogical Limitations
"ChatGPT can generate repetitive content, which limits the scope of creative exploration.",5,GenAI Linguistic and Pedagogical Limitations
Quantitative tests showed no statistically significant improvement in students' critical thinking skills after the program.,9,Minimal Impact of GenAI on Learning Outcomes
"Students expressed concerns that ChatGPT provides repetitive, common-sense, or contradictory viewpoints that can confine thinking and lead to biases.",5,GenAI Linguistic and Pedagogical Limitations
Overreliance on ChatGPT could lead to a decline in independent thinking and 'academic laziness'.,5,GenAI Linguistic and Pedagogical Limitations
Teachers expressed concerns about student overreliance on AI.,3,Risks of Overreliance on GenAI
"AI feedback was criticized for its lack of precision, nuance, and contextual understanding.",1,GenAI Linguistic and Pedagogical Limitations
The potential for plagiarism was a significant concern.,4,Risks of Overreliance on GenAI
N/A,6,Uncategorized Research Gaps
Absence of a real language environment,0,
Potential for incorrect information,4,Risks of Overreliance on GenAI
Risk of over-reliance,2,Risks of Overreliance on GenAI
Data privacy concerns,4,Risks of Overreliance on GenAI
Constraints in addressing specific language phenomena,0,
N/A,6,Uncategorized Research Gaps
"ChatGPT was found to be less competent in providing accurate information for content that required critical inquiry, sometimes giving incorrect answers due to a lack of context, emotions, and common sense.",5,GenAI Linguistic and Pedagogical Limitations
"The study suggests ChatGPT does not adequately address learners' future self-objectives, such as gaining cultural information, as 'ideal L2-self' was the weakest predictor of self-regulation.",5,GenAI Linguistic and Pedagogical Limitations
Potential for over-reliance on the AI tool (cited from other research).,3,Risks of Overreliance on GenAI
Risk of a decline in students' critical thinking and discussion skills with extensive use (cited from other research).,2,Risks of Overreliance on GenAI
"Certain error types, such as literal translation, word-usage, abbreviation, and misinformation, remained unchanged, suggesting AI may not effectively address culture-specific nuances or deep comprehension issues.",0,
"Human-written essays showed more features of personal expression, such as higher use of modals, epistemic markers, and discourse markers.",0,
"Extensive AI editing can remove characteristics indicative of a learner's developmental stage, such as typical errors.",3,Risks of Overreliance on GenAI
ChatGPT-generated content lacks emotional depth and personalization.,5,GenAI Linguistic and Pedagogical Limitations
The language produced by ChatGPT demonstrates a polished but somewhat rigid style.,5,GenAI Linguistic and Pedagogical Limitations
"GPT-generated texts may discuss topics superficially, relying on its database rather than deep understanding or personal experience.",0,
"Perceived ethics had a significant negative influence on the intention to use ChatGPT, indicating that ethical concerns impede adoption.",5,GenAI Linguistic and Pedagogical Limitations
"ChatGPT's generated errors can be repetitive and lack variety, requiring human intervention to ensure diversity.",5,GenAI Linguistic and Pedagogical Limitations
The model sometimes incorrectly identifies correctly spelled words as misspellings.,0,
