text,cluster_id,theme
A cautious and informed approach to AI integration in education is recommended until more empirical evidence is available.,3,Pedagogical and Assessment Reform for AI
The findings have practical relevance for language educators and policymakers seeking to bridge linguistic disparities in digital learning environments by leveraging fine-tuned AI models.,6,Future Directions for AI in Education
Institutions should consider policies that support collaborative data sharing to create the necessary resources for fine-tuning AI models for other low-resource languages.,6,Future Directions for AI in Education
Restricting AI usage in the modern era is of questionable effectiveness and may be impractical to enforce.,5,Ethical AI Integration in Language Education
"Educational institutions should consider developing structured, yet adaptable, AI guidelines that align with student learning preferences and technological trends.",3,Pedagogical and Assessment Reform for AI
"L2 writing courses that incorporate AI should prioritize content development through structured interventions, such as training students to critically engage with AI-generated ideas.",0,Ethical AI Integration in Language Education
Educators should identify student profiles to provide targeted instructional support.,7,Pedagogical and Assessment Reform for AI
Curriculum design should simultaneously enhance students' writing self-efficacy and their SRL strategies.,0,Ethical AI Integration in Language Education
"For unconfident users, teachers can introduce Retrieval Augmented Generation (RAG) chatbots to boost confidence and belief in GenAI's accuracy.",2,Pedagogical and Assessment Reform for AI
"For practical assistance seekers, teachers can use multimodal GAI platforms and teach purpose-driven prompt engineering skills.",1,Pedagogical and Assessment Reform for AI
"For interaction-oriented communicators, teachers can integrate anthropomorphic cues and emotional support GAI agents.",2,Pedagogical and Assessment Reform for AI
"For highly confident users, teachers should foster critical AI literacy to prevent over-reliance and organize peer collaborative activities.",3,Pedagogical and Assessment Reform for AI
Journals and higher education institutions have implemented specific regulations regarding GenAI use in scholarly publishing.,1,Pedagogical and Assessment Reform for AI
Authors are often required to make a declaration on the use of GenAI when submitting manuscripts.,1,Pedagogical and Assessment Reform for AI
"Journals have developed detectors for AI-generated content, creating a new rule that students must navigate.",5,Ethical AI Integration in Language Education
GAI tools should be integrated into both writing classrooms and extracurricular environments with curricula designed to maximize their utility and ease of use.,0,Ethical AI Integration in Language Education
Writing teachers should proactively identify students' GAI use patterns and challenges and instruct them on effective strategies for interacting with GAI across different linguistic and formal contexts.,0,Ethical AI Integration in Language Education
"Practitioners should facilitate students' AI literacy and critical literacy for 'critical awareness, positionality, strategies, and evaluations' in AI-assisted writing.",0,Ethical AI Integration in Language Education
Students should be encouraged to enhance their self-efficacy and strike a balance between product-oriented and learning-oriented approaches to GAI use.,1,Pedagogical and Assessment Reform for AI
L2 writing instruction should incorporate strategies that foster metacognitive awareness and critical engagement with AI-generated feedback.,0,Ethical AI Integration in Language Education
"Implement scaffolded training on how to critically evaluate AI suggestions, distinguishing between reliable and unreliable feedback.",9,Hybrid AI-Human Feedback in Education
"Encourage metacognitive practices, such as prompting students to justify their revision choices, to foster deeper engagement and self-regulation.",7,Pedagogical and Assessment Reform for AI
Provide explicit instructions on how to prioritize different types of feedback to manage cognitive load.,9,Hybrid AI-Human Feedback in Education
"Combine ChatGPT feedback with teacher mediation to ensure ethical oversight, provide personalized support, and promote learner autonomy.",8,Ethical AI Integration in Language Education
"There is a need to foster metacognitive awareness in students to ensure they engage with ChatGPT responsibly as a tool for writing, not as a substitute for genuine effort.",8,Ethical AI Integration in Language Education
"To address ethical concerns like plagiarism and ghostwriting, educational approaches should focus on developing metacognitive awareness for responsible and effective AI use.",5,Ethical AI Integration in Language Education
Teachers should guide students to collaboratively write prompts to encourage more deliberate and purposeful engagement with GenAI tools.,1,Pedagogical and Assessment Reform for AI
Promoting GenAI-supported peer collaboration is recommended to enhance learners' writing self-efficacy and cultivate supportive learning settings.,0,Ethical AI Integration in Language Education
Develop belief-sensitive professional development that helps instructors align their teaching philosophies with GenAI use.,1,Pedagogical and Assessment Reform for AI
"Create culturally responsive policies for GenAI integration that consider local contexts, curricula, and teaching paradigms.",1,Pedagogical and Assessment Reform for AI
Promote ethically informed design and use of AI tools for language education.,6,Future Directions for AI in Education
"Implement tiered frameworks for training, starting with foundational technical skills and progressing to advanced, innovation-oriented pedagogical practices.",7,Pedagogical and Assessment Reform for AI
"National strategies (e.g., Egypt's National AI Strategy, Saudi Arabia's Vision 2030) signal governmental commitment but require corresponding shifts in classroom practice to be effective.",7,Pedagogical and Assessment Reform for AI
"Teachers could require students to write their own drafts first before using AI, and then write a review report comparing the two drafts to enhance critical thinking.",9,Hybrid AI-Human Feedback in Education
"Students should be informed that while they can use AI for assistance, total dependency will result in course failure.",3,Pedagogical and Assessment Reform for AI
The use of AI detection tools like AntiGPT is supported to ensure academic integrity.,5,Ethical AI Integration in Language Education
"A thoughtful consideration of individual versus paired human-GAI chatbot interaction modes is recommended, accounting for learners' proficiency, interests, and characteristics.",2,Pedagogical and Assessment Reform for AI
"Future GAI chatbot designs for young learners should incorporate language simplification techniques and supportive functionalities (e.g., L1 translation) to enhance accessibility and engagement.",2,Pedagogical and Assessment Reform for AI
A careful implementation of LLM-generated feedback in classrooms is recommended.,7,Pedagogical and Assessment Reform for AI
Feedback design should be carefully considered; feedback focusing solely on areas for improvement without answering the question of 'How am I going?' can be counterproductive.,9,Hybrid AI-Human Feedback in Education
A one-size-fits-all approach is not effective; carefully designed adaptive feedback is needed to cater to students with different initial accuracy levels.,9,Hybrid AI-Human Feedback in Education
Future research and development of educational tools should combine automated feedback systems with process measures (like keystroke logging) to better explain learners' responses and improve feedback effectiveness.,9,Hybrid AI-Human Feedback in Education
"The inclusion of learners' behavior in the investigation of learning effects is increasingly relevant and should be considered in future research, especially given the rise of AI-generated feedback.",9,Hybrid AI-Human Feedback in Education
Educators should recognize that ChatGPT-powered agents are not a substitute for their professional roles but tools to be facilitated.,2,Pedagogical and Assessment Reform for AI
Students should be trained in advance to effectively pose meaningful questions during interactions with NPCs.,7,Pedagogical and Assessment Reform for AI
Educators should actively monitor student-NPC interactions to ensure alignment with learning objectives.,7,Pedagogical and Assessment Reform for AI
"Educators must remain vigilant about ethical concerns, critically evaluating AI-generated responses for biases during creation.",5,Ethical AI Integration in Language Education
Transparency with students about the use of ChatGPT and how their interaction data is handled is essential.,8,Ethical AI Integration in Language Education
Policymakers should champion research into human-AI collaborative learning models.,3,Pedagogical and Assessment Reform for AI
Support the development of ethically designed AI tools and teacher training programs that promote their effective integration.,3,Pedagogical and Assessment Reform for AI
Design Principle 1: Use GenAI to empower autonomy in reading experience through personalizing material selection to learner needs and personal interests.,1,Pedagogical and Assessment Reform for AI
"Design Principle 2: Use GenAI to support active reading through empowering SRL interaction, which includes providing clear instructions on prompt engineering and a user-friendly interface.",1,Pedagogical and Assessment Reform for AI
"Policymakers should facilitate the integration of AI tools into educational environments, particularly in higher education and vocational training.",3,Pedagogical and Assessment Reform for AI
Curriculum developers should consider embedding AI-supported communication modules into language and teacher education syllabi to address long-term goals like learner agency and sustainable technology use.,6,Future Directions for AI in Education
SLTE programs should move beyond isolated technology courses to a curriculum-wide integration of GenAI across all core methodology courses.,1,Pedagogical and Assessment Reform for AI
"There is an urgent need to develop ethical literacy frameworks that promote transparency, responsible use, and critical AI awareness, rather than focusing solely on detection and punishment.",5,Ethical AI Integration in Language Education
"Institutions should provide structured, ongoing professional development for teacher educators to build their own AI literacy and pedagogical competence.",3,Pedagogical and Assessment Reform for AI
"Assessment practices should be redesigned to favor dynamic, in-class, process-oriented tasks (e.g., portfolios, collaborative projects) that are less vulnerable to misuse of GenAI.",1,Pedagogical and Assessment Reform for AI
Pedagogical practices should focus on fostering students' ideal L2 selves to promote stable motivation for AI-IDLE.,3,Pedagogical and Assessment Reform for AI
"Language teachers should construct positive, enjoyable, and supportive learning environments to encourage exploration of AI tools.",3,Pedagogical and Assessment Reform for AI
"Educators should help learners connect their externally sourced motivations (e.g., passing exams) with the benefits of autonomous learning using AI, using enjoyment as a bridge.",3,Pedagogical and Assessment Reform for AI
Teacher educators and mentors should guide pre-service teachers to frame AI use as a positive challenge for personal and professional development.,3,Pedagogical and Assessment Reform for AI
Pre-service teachers should be encouraged to use positive reinterpretation to cope with AI-related demands and avoid ineffective strategies like complaining.,3,Pedagogical and Assessment Reform for AI
Initial teacher education should formally include student-centered AI training to improve teacher candidates' preparedness and attitudes.,3,Pedagogical and Assessment Reform for AI
IT mindfulness training should be implemented to help teachers manage negative emotions associated with technology use.,7,Pedagogical and Assessment Reform for AI
Language policy-makers should consider placing AI technologies at the core of their policies and encourage stakeholder adoption.,6,Future Directions for AI in Education
Teacher educators should devise and deliver AI-based training courses to prepare EFL teachers for the challenges of AI integration.,3,Pedagogical and Assessment Reform for AI
Practitioners should consider long-term implementation of ChatGPT-based learning to effectively develop complex skills like argumentative writing.,8,Ethical AI Integration in Language Education
Prompt engineering should be used to create supportive and amiable conversational styles and personas for educational bots to enhance flow and learning outcomes.,2,Pedagogical and Assessment Reform for AI
Feedback provided by the chatbot should be concise to avoid cognitive overload for learners.,2,Pedagogical and Assessment Reform for AI
"A structured, multi-session approach is recommended, starting with instruction and moving to practical application with gradually decreasing scaffolding.",7,Pedagogical and Assessment Reform for AI
Educational practitioners should focus on teaching students prompt engineering knowledge and design guidelines for effective interaction with GAI.,1,Pedagogical and Assessment Reform for AI
"Language educators and researchers are encouraged to incorporate LLM-derived metrics, like Surprisal, into their battery of linguistic indices to track L2 writing development.",0,Ethical AI Integration in Language Education
"For best performance in automated assessment, new LLM-based tools should be used in conjunction with classic, existing assessment tools and indices.",9,Hybrid AI-Human Feedback in Education
The study advocates for teacher-AES (Automated Essay Scoring) system collaboration to maximize educational impact and ensure feedback is contextualized and pedagogically sound.,0,Ethical AI Integration in Language Education
N/A,4,Uncategorized GenAI Research
Pedagogical guidance: Teachers should use the objective prose of LLMs to highlight the importance of interactional metadiscourse in persuasive writing.,0,Ethical AI Integration in Language Education
Pedagogical guidance: Students should be encouraged to critically evaluate LLM-generated texts and practice adding missing interactional features to understand their rhetorical effect.,0,Ethical AI Integration in Language Education
It is necessary to address students' uses of ChatGPT in the classroom rather than ignoring the issue (citing MLA-CCCC Joint Task Force).,8,Ethical AI Integration in Language Education
Pedagogical activities should be designed to guide L2 writers to reflect on the attributes (both fruitful and limiting) of different conceptualizations of AI.,0,Ethical AI Integration in Language Education
Visual conceptualizations can serve as a methodological tool for researchers to investigate AI technology and teaching.,3,Pedagogical and Assessment Reform for AI
Provide students with training and examples of effective prompts to get better results.,7,Pedagogical and Assessment Reform for AI
Encourage students to critically evaluate all AI-generated feedback rather than accepting it uncritically.,9,Hybrid AI-Human Feedback in Education
"Frame ChatGPT as a 'writing buddy' to manage expectations and foster a positive, constructive relationship with the tool.",8,Ethical AI Integration in Language Education
"Implement workshops on the capabilities, limitations, and ethical dimensions of using AI tools to promote responsible usage.",5,Ethical AI Integration in Language Education
The curriculum provided students with access to resources on current university and publisher policies regarding GAI use.,1,Pedagogical and Assessment Reform for AI
It is imperative for L2 writing education to address concerns about GAI to ensure the legitimacy and equality of L2 writers' English language.,0,Ethical AI Integration in Language Education
Advocates for creating supportive learning environments for the critical exploration of GAI rather than policing its use.,1,Pedagogical and Assessment Reform for AI
Educators should foster an informed and strategic use of AI in writing.,0,Ethical AI Integration in Language Education
AI literacy should be incorporated into the curriculum alongside traditional writing instruction.,0,Ethical AI Integration in Language Education
Written assignments should continue to be used as a valuable measure of student knowledge and writing skills.,0,Ethical AI Integration in Language Education
"Teachers should encourage students to translanguage with AI, allowing them to fully utilize their linguistic repertoire.",6,Future Directions for AI in Education
Educators must guide students in using AI responsibly to avoid plagiarism and overreliance.,3,Pedagogical and Assessment Reform for AI
Instruction on effective prompting strategies is crucial to maximize the benefits of AI for self-directed learning.,3,Pedagogical and Assessment Reform for AI
"It is important for educators to emphasize the essence of writing as a process for personal growth and communication, not solely for tests and assignments.",0,Ethical AI Integration in Language Education
"Pedagogical guidance: It is advised to carefully consider the pairings of students in collaborative writing tasks, as inefficient constellations can diminish learning effects.",0,Ethical AI Integration in Language Education
Pedagogical guidance: Students benefit from substantial introduction to task-specific requirements before they interact with GenAI-generated models to enable more beneficial and critical comparisons.,1,Pedagogical and Assessment Reform for AI
"Research guidance: The focus on task-related episodes (TREs), in addition to language-related episodes (LREs), is a fruitful approach to analyzing interactions in task-based collaborative writing.",0,Ethical AI Integration in Language Education
Integrate pedagogical strategies that promote critical analysis of GenAI outputs.,1,Pedagogical and Assessment Reform for AI
"Encourage students to have a platform revise a text they have written and analyze the changes in voice, stance, and style.",0,Ethical AI Integration in Language Education
"Have students use different platforms for the same writing task to compare interactions, designs, and responses.",0,Ethical AI Integration in Language Education
Prompt students to compare writing feedback and rhetorical strategies provided by different platforms for the same text.,0,Ethical AI Integration in Language Education
Task students with generating images for a narrative and examining patterns of identity representation.,7,Pedagogical and Assessment Reform for AI
"Encourage students to engage in translanguaging, asking GenAI for feedback, to assess the extent to which the tools recognize their L1s.",6,Future Directions for AI in Education
Instructors should provide explicit instruction on critical AI literacy.,3,Pedagogical and Assessment Reform for AI
Pedagogy should incorporate specific skills training for prompt engineering and AI feedback literacy.,3,Pedagogical and Assessment Reform for AI
"Students should be encouraged to reflect on how AI technologies affect their language use, learning processes, and ethical considerations.",3,Pedagogical and Assessment Reform for AI
Instructors should help students develop the metalinguistic knowledge needed to evaluate AI-generated text for specific writing contexts.,0,Ethical AI Integration in Language Education
"Writing education should evolve beyond formulaic academic writing, embracing decolonizing pedagogies that value diverse semiotic repertoires.",0,Ethical AI Integration in Language Education
GAI-AWE platforms should offer more instructional guidance on higher-order writing concerns and support for self-regulated learning.,0,Ethical AI Integration in Language Education
The usability of GAI feedback should be improved to balance direct suggestions with comments that foster deeper learning.,9,Hybrid AI-Human Feedback in Education
Efforts should be made to improve students' feedback literacy in the context of GAI.,1,Pedagogical and Assessment Reform for AI
"Students should be encouraged to view GAI tools as learning aids for the writing process, not just as proofreading tools for the final product.",0,Ethical AI Integration in Language Education
Educational institutions should integrate AI literacy education into their curricula.,3,Pedagogical and Assessment Reform for AI
"Curricula should cover writing ethics, including principles like transparency and responsibility when using AI.",5,Ethical AI Integration in Language Education
Workshops on prompt engineering can empower learners to use AI more effectively and ethically.,3,Pedagogical and Assessment Reform for AI
"Advocates for a blended feedback approach where AI-generated responses provide an initial layer of input, and teacher feedback offers deeper, dialogic, and tailored support.",9,Hybrid AI-Human Feedback in Education
"Recommends that EAP curricula should explicitly teach students to interpret and respond to diverse evaluative styles, including comparative analysis of instructor and AI-generated feedback.",9,Hybrid AI-Human Feedback in Education
Educational institutions should establish clear guidelines for the use of generative AI tools in coursework.,3,Pedagogical and Assessment Reform for AI
"The findings should stimulate debate and policy-making regarding the ethical implications of generative AI in education, focusing on fairness and transparency.",5,Ethical AI Integration in Language Education
Learners should combine AI-assisted methods (MAP and CAP) with traditional proofreading techniques to enhance L2 writing development.,0,Ethical AI Integration in Language Education
Teachers should equip learners with strategies to improve linguistic complexity and accuracy when using AI tools.,6,Future Directions for AI in Education
Instruction on linguistic complexity and error correction is essential for learners to effectively evaluate and utilize AI-generated output.,6,Future Directions for AI in Education
Future research and pedagogy should focus on fostering AI literacy and cross-cultural awareness to help learners recognize and mitigate cultural biases in LLMs.,3,Pedagogical and Assessment Reform for AI
It is still too early to implement GenAI to officially assess classroom-based disciplinary writing tasks.,0,Ethical AI Integration in Language Education
"In European settings, AES is considered a 'high-risk' application under the Artificial Intelligence Act, which requires control, transparency, and user consent.",5,Ethical AI Integration in Language Education
There is a need to invest in research using open-source models to ensure transparency and avoid over-reliance on proprietary systems that raise ethical and data privacy concerns.,5,Ethical AI Integration in Language Education
"Instructional design should prioritize student engagement and interaction, positioning GURUS as a tool for independent learning.",7,Pedagogical and Assessment Reform for AI
"A workshop-based approach is recommended for integrating the tool, with class time dedicated to hands-on writing activities.",0,Ethical AI Integration in Language Education
"Instructors should adopt a gradual release of responsibility approach, supported by scaffolding, to help students move from guided to independent use of the system.",7,Pedagogical and Assessment Reform for AI
It is crucial to harmonize automated writing feedback with teacher guidance to ensure a comprehensive learning experience.,0,Ethical AI Integration in Language Education
Teachers should guide students on the ethical and effective use of AI technologies to prevent misuse and mitigate potential adverse effects on learning.,5,Ethical AI Integration in Language Education
Designers of SRL training should consider incorporating interactive and personalized support as a key feature.,7,Pedagogical and Assessment Reform for AI
