text,cluster_id,theme
AI tools enhanced interaction with teachers and peers in academic writing.,5,GenAI for L2 Writing Enhancement
"Supports various language dimensions including reading, writing, vocabulary, and grammar.",4,AI Boosts Motivation & Engagement
Facilitates both passive and active language learning engagement.,4,AI Boosts Motivation & Engagement
Assists learners from planning and writing to editing stages.,9,GenAI for L2 Writing Enhancement
Aids reading comprehension through summarization and simplification.,5,GenAI for L2 Writing Enhancement
Enhances vocabulary acquisition and retention through contextual examples and exercises.,4,AI Boosts Motivation & Engagement
GPT demonstrated increased accuracy in its direct WCF provision over teachers at the sentence level.,5,GenAI for L2 Writing Enhancement
"GPT can immediately generate large amounts of discursive feedback, such as reformulation and metalinguistic information, which are time-consuming for teachers.",1,AI Personalized Feedback & Support
GPT's flexibility in output allows for potentially adaptive and individualized feedback by incorporating specific user needs into prompts.,3,AI Personalized Feedback & Support
Visually embodied GenAI chatbots with avatars significantly enhanced students' willingness to communicate and self-perceived communicative competence.,2,AI Boosts Motivation & Engagement
The use of chatbots with avatars significantly reduced students' foreign language speaking anxiety.,2,AI Boosts Motivation & Engagement
"Avatars provided an immersive learning experience and emotional support, making interactions feel more real and encouraging.",0,AI Boosts Motivation & Engagement
"Customisable GenAI chatbots allow teachers to pre-set content, facilitating personalised instruction and reducing teacher workload for repetitive tasks.",2,AI Boosts Motivation & Engagement
The chatbots' language was perceived as very natural and humanlike.,2,AI Boosts Motivation & Engagement
The chatbots demonstrated a high capability to understand dialogue in context and maintain conversational progress.,2,AI Boosts Motivation & Engagement
The ability to provide spontaneous and flexible responses enhanced the feeling of conversing with a real person.,4,AI Boosts Motivation & Engagement
"The chatbots showed high tolerance for learners' lexical and grammatical errors, preventing communication breakdowns.",2,AI Boosts Motivation & Engagement
The chatbots could understand user intent and correct typographical errors.,2,AI Boosts Motivation & Engagement
"They provided opportunities for learners to acquire practical, context-specific expressions not typically found in textbooks.",7,AI as Multifaceted Language Tool
The interactions offered a low-anxiety environment for language practice.,4,AI Boosts Motivation & Engagement
ChatGPT-based logic learning significantly developed students' knowledge of logic and the quality of logic in their English argumentative writing.,1,AI Personalized Feedback & Support
"ChatGPT afforded 12 distinct sub-strategies for logic learning, excelling particularly in 'Gathering' (providing instructions) and 'Exercising' (providing practice with feedback).",1,AI Personalized Feedback & Support
"The chatbot provided emotional support through praise and encouragement, which increased learner motivation.",2,AI Boosts Motivation & Engagement
The platform supported active learning by enabling high learner autonomy while providing scaffolding and guidance.,7,AI as Multifaceted Language Tool
"ChatGPT demonstrated a strong capability for personalization, tailoring instructions, examples, and exercises to learner needs.",1,AI Personalized Feedback & Support
"Enhanced efficiency in GE-oriented material development, allowing teachers to quickly produce diverse resources.",7,AI as Multifaceted Language Tool
"Fostered student-centered materials design, shifting from textbook reliance to more authentic and communicative tasks.",0,AI Boosts Motivation & Engagement
"Enabled combination of AI with other digital resources (e.g., online dictionaries), creating a versatile toolkit for GELT.",2,AI Boosts Motivation & Engagement
Increased student engagement and prompted critical discussions about linguistic diversity and AI's capabilities.,2,AI Boosts Motivation & Engagement
"GPT post-editing significantly increased lexical complexity across density, diversity, and sophistication.",5,GenAI for L2 Writing Enhancement
"GPT-edited translations featured longer clauses, more complex nominals, and an increased use of coordinate phrases.",5,GenAI for L2 Writing Enhancement
GenAI can serve as a valuable tool for enhancing translation practice by providing more sophisticated and diverse lexical choices.,6,AI Boosts Motivation & Engagement
"ChatGPT shows potential as a supplementary rating tool for L2 integrated writing, especially when calibrated.",5,GenAI for L2 Writing Enhancement
"The AI demonstrates a detailed, systematic, rule-based approach to identifying source use strategies like paraphrasing and restructuring.",5,GenAI for L2 Writing Enhancement
Calibration with task-specific benchmark essays can reduce rating severity and align AI judgments more closely with human standards.,5,GenAI for L2 Writing Enhancement
"Support for extracurricular activities, such as writing nomination forms.",7,AI as Multifaceted Language Tool
"Assistance with content creation, like generating interesting titles for topics.",7,AI as Multifaceted Language Tool
"Enhancement of language skills, particularly grammar checking and translation.",4,AI Boosts Motivation & Engagement
Empowerment for PSTs to claim teacher authority and develop teaching materials.,0,AI Boosts Motivation & Engagement
Prompts written in English resulted in higher learner satisfaction compared to those in Korean.,4,AI Boosts Motivation & Engagement
"High-satisfaction responses were associated with prompts that used clear, interconnected strategies.",3,AI Personalized Feedback & Support
"Key strategies for high satisfaction included contextualization, specifying text style, specifying tone, and limiting response length (line or paragraph count).",3,AI Personalized Feedback & Support
Structuring requests in a list format was a feature of high-satisfaction prompts.,3,AI Personalized Feedback & Support
GenAI-mediated revision led to significant improvements in writing scores for all participant groups.,9,GenAI for L2 Writing Enhancement
GenAI serves as a mediational tool that can be integrated into L2 writing pedagogy.,6,AI Boosts Motivation & Engagement
"ChatGPT-4 provided detailed, structured, and rubric-aligned feedback that was efficient and useful for targeted revisions.",1,AI Personalized Feedback & Support
"The AI tool was effective in identifying grammatical, structural, and vocabulary issues.",5,GenAI for L2 Writing Enhancement
Use of the AI tool led to increased motivation and confidence in language learning for 75% of participants.,2,AI Boosts Motivation & Engagement
"AI feedback can serve as a reliable evaluator for L2 writing, especially when properly trained with specific rubrics and prompts.",5,GenAI for L2 Writing Enhancement
"Content contribution: ChatGPT provided stance scaffolding, facilitated arguments with ideas and evidence, and stimulated critical reflection.",1,AI Personalized Feedback & Support
"Language enrichment: ChatGPT offered vocabulary/phrase support, reviewed grammar and style, and enabled incidental vocabulary learning.",1,AI Personalized Feedback & Support
Structural support: ChatGPT provided models for paragraph organization and offered targeted transitional help.,5,GenAI for L2 Writing Enhancement
"Cognitive expansion: ChatGPT exposed learners to advanced language use and diverse, neutral perspectives, sparking creative thinking.",1,AI Personalized Feedback & Support
Confidence building: Using ChatGPT helped students feel more capable of producing persuasive and robust content.,1,AI Personalized Feedback & Support
"Provides linguistic support (polishing language, correcting errors, embellishing grammar).",4,AI Boosts Motivation & Engagement
Helps in understanding difficult concepts and summarizing literature.,7,AI as Multifaceted Language Tool
Assists in generating structure and templates for writing.,9,GenAI for L2 Writing Enhancement
Enhances students' sense of empowerment and confidence in their writing.,9,GenAI for L2 Writing Enhancement
"The AI model (ChatGPT-4o) demonstrated strong alignment with expert human ratings, with a Quadratic Weighted Kappa of 0.72, a Pearson correlation of 0.73, and a distributional overlap of 83.5%.",2,AI Boosts Motivation & Engagement
The zero-shot rubric-guided approach shows promise for LLM-based AES in under-represented languages like Turkish without task-specific fine-tuning.,8,AI Personalized Feedback & Support
AI-based scoring can substantially improve scoring consistency and alleviate the workload associated with human rating in large-scale or formative assessments.,2,AI Boosts Motivation & Engagement
Improved pronunciation ability.,4,AI Boosts Motivation & Engagement
Reduced foreign language speaking and pronunciation anxiety.,4,AI Boosts Motivation & Engagement
Increased self-directed speaking motivation.,4,AI Boosts Motivation & Engagement
Enhanced social interaction confidence.,0,AI Boosts Motivation & Engagement
"Gen-AI provided real-time, personalized, and dynamic feedback.",2,AI Boosts Motivation & Engagement
Fostered a shift from pursuing native-like perfection to prioritizing effective communication.,4,AI Boosts Motivation & Engagement
Learners shifted from passive recipients to active agents in their learning process.,0,AI Boosts Motivation & Engagement
Facilitated the formation of new learning communities.,0,AI Boosts Motivation & Engagement
Development of a validated and reliable 32-item questionnaire to measure EFL teachers' GenAI literacy.,6,AI Boosts Motivation & Engagement
"Identification of a five-factor structure for GenAI literacy: GenAI Knowledge, GenAI Use, GenAI Evaluation, GenAI Design, and GenAI Ethics.",6,AI Boosts Motivation & Engagement
"The study produced the PA-SDA scale, the first validated instrument for measuring personal attributes in AI-integrated Self-Directed Learning contexts.",2,AI Boosts Motivation & Engagement
The scale provides researchers with a reliable assessment tool for empirical studies.,3,AI Personalized Feedback & Support
The scale offers educators a means to evaluate learners' AI-learning readiness and to design targeted interventions.,2,AI Boosts Motivation & Engagement
Enabled personalized learning strategies,3,AI Personalized Feedback & Support
Provided instant feedback and exposure to diverse linguistic features,4,AI Boosts Motivation & Engagement
Facilitated sophisticated co-creative partnerships for learning,0,AI Boosts Motivation & Engagement
Helped demystify AI mechanisms and develop prompt literacy,2,AI Boosts Motivation & Engagement
ChatGPT feedback led to a larger effect size and stronger impact on learner improvement compared to human feedback.,1,AI Personalized Feedback & Support
"Students receiving ChatGPT feedback showed significant improvement across all four assessed criteria: task response, cohesion and coherence, lexical resource, and grammatical range and accuracy.",1,AI Personalized Feedback & Support
Human teacher feedback resulted in significant improvement only on task response and grammatical range and accuracy.,5,GenAI for L2 Writing Enhancement
"ChatGPT supports both low-order (lexical, grammatical) and high-order (task response, cohesion) writing skills.",5,GenAI for L2 Writing Enhancement
ChatGPT can be an effective complementary tool for teachers in providing WCF.,1,AI Personalized Feedback & Support
Iterative fine-tuning of ChatGPT on a Chinese-Hindi corpus resulted in superior translation performance compared to baseline models and Google Translate.,1,AI Personalized Feedback & Support
"The fine-tuned model demonstrated enhanced accuracy, fluency, and semantic coherence for a low-resource language pair.",4,AI Boosts Motivation & Engagement
"The methodology provides a scalable and standardized method for improving translation quality for other marginalized languages, addressing data scarcity issues.",4,AI Boosts Motivation & Engagement
Both guided and unrestricted use of ChatGPT led to better writing performance in organization and language use compared to no AI use.,5,GenAI for L2 Writing Enhancement
"Structured, teacher-scaffolded use of ChatGPT was particularly effective for improving the quality of content in student essays.",1,AI Personalized Feedback & Support
Even limited and controlled application of AI can significantly benefit L2 writing students.,5,GenAI for L2 Writing Enhancement
Autonomous access to ChatGPT can lead to measurable long-term benefits in writing skills.,1,AI Personalized Feedback & Support
GenAI serves as an effective scaffolding tool for writing.,6,AI Boosts Motivation & Engagement
GenAI can enhance learners' cognitive processes of writing.,6,AI Boosts Motivation & Engagement
GenAI can offer adaptive and unique interactions that evoke enjoyment.,6,AI Boosts Motivation & Engagement
"GenAI use resolved pre-existing contradictions in the students' writing activity system (e.g., heavy workload vs. limited time, lack of academic support, high publication standards vs. low proficiency).",6,AI Boosts Motivation & Engagement
GenAI use increased emotional engagement by reducing negative emotions like anxiety and increasing positive emotions like relief.,6,AI Boosts Motivation & Engagement
"GenAI use triggered behavioral engagement, as students actively integrated AI-generated revisions into their manuscripts.",6,AI Boosts Motivation & Engagement
"GenAI use invoked both shallow cognitive engagement (e.g., accepting grammatical corrections) and deep cognitive engagement (e.g., evaluating and synthesizing information from AI responses).",6,AI Boosts Motivation & Engagement
"GenAI provides scaffolding for language, content, and formatting in academic writing.",5,GenAI for L2 Writing Enhancement
Accelerates writing processes and reduces cognitive load.,9,GenAI for L2 Writing Enhancement
"Enhances writing quality through linguistic polishing, idea inspiration, information offering, and data analysis.",9,GenAI for L2 Writing Enhancement
Facilitates learning by providing examples and suggestions.,7,AI as Multifaceted Language Tool
"Effective for generating creative content and articulating emotions, especially in informal writing.",9,GenAI for L2 Writing Enhancement
"Highly valued for producing linguistically accurate and appropriate L2 texts, particularly for lower-proficiency learners.",5,GenAI for L2 Writing Enhancement
"ChatGPT provides detailed, comprehensive, and personalized feedback that can improve writing quality, particularly in grammar and vocabulary.",5,GenAI for L2 Writing Enhancement
The feedback's clear structure and locatability help students identify specific areas for improvement.,3,AI Personalized Feedback & Support
The tool's availability and supportive tone encourage revision and foster positive affective engagement.,0,AI Boosts Motivation & Engagement
"ChatGPT can introduce new ideas and examples, enhancing writing efficiency and supporting the revision process.",1,AI Personalized Feedback & Support
The study validated the Metacognitive Awareness in Utilizing ChatGPT for Writing (MAUCW) scale as a robust measure.,5,GenAI for L2 Writing Enhancement
"ChatGPT use had positive effects on students' motivation, self-efficacy, and engagement in writing.",1,AI Personalized Feedback & Support
"Students effectively used ChatGPT to correct grammatical errors, generate ideas, and refine their writing style for academic conventions.",1,AI Personalized Feedback & Support
"Using ChatGPT served as a 'confidence booster' for students, making them more assured in their writing abilities.",1,AI Personalized Feedback & Support
GenAI-assisted collaborative prewriting (GACP) led to a statistically significant increase in the content quality of students' outlines.,6,AI Boosts Motivation & Engagement
"Peer collaboration facilitated more effective prompt engineering, reducing the need for multiple revision requests to GenAI.",6,AI Boosts Motivation & Engagement
"The collaborative setting mitigated the misuse of GenAI, as ghostwriting was observed only in the individual mode.",6,AI Boosts Motivation & Engagement
Students engaged in GACP reported significantly higher confidence in their writing outcomes (result assessment) compared to when they worked individually.,9,GenAI for L2 Writing Enhancement
"GenAI allows teachers to tailor learning materials, deliver instant feedback, and lighten administrative loads.",6,AI Boosts Motivation & Engagement
GenAI offers differentiated learning paths and adaptive instructional materials.,6,AI Boosts Motivation & Engagement
Constructivist pedagogical beliefs are linked to higher ratings of perceived utility and ease of use of GenAI.,6,AI Boosts Motivation & Engagement
Positive attitudes toward GenAI are the strongest predictor of intention to use.,6,AI Boosts Motivation & Engagement
ChatGPT generated well-structured argumentative essays and detailed outlines for PowerPoint presentations.,5,GenAI for L2 Writing Enhancement
"AI tools helped students generate examples to support their claims, with the PPT group receiving more hierarchically structured examples.",2,AI Boosts Motivation & Engagement
"Bing Chat provided summarized, source-based texts that were easy to understand and suitable for direct use in presentations.",1,AI Personalized Feedback & Support
Text descriptions generated by ChatGPT served as effective prompts for creating images with Bing Image Creator.,1,AI Personalized Feedback & Support
AI tools improved the efficiency of writing and made the composing process more enjoyable for students.,5,GenAI for L2 Writing Enhancement
CoolE Bot significantly improved learners' EFL speaking skills compared to conventional instruction.,4,AI Boosts Motivation & Engagement
"The chatbot was adept at maintaining coherent, contextually appropriate, and personalized conversations.",2,AI Boosts Motivation & Engagement
"Its charismatic conversational style, human-like voice, and cartoonish characters made the experience enjoyable and motivating.",3,AI Personalized Feedback & Support
"The chatbot fostered a supportive, non-judgmental environment that reduced speaking anxiety and enhanced confidence.",2,AI Boosts Motivation & Engagement
"Individual interaction promoted personalized, self-directed learning.",0,AI Boosts Motivation & Engagement
"Paired interaction facilitated collaborative learning, peer support, and mutual resolution of language challenges.",4,AI Boosts Motivation & Engagement
LLM-generated feedback significantly improved the self-assessment accuracy (SAA) of students who were initially less accurate (lower-calibrated).,8,AI Personalized Feedback & Support
"The feedback acted as a targeted aid, helping students who initially overestimated their performance to reduce this overestimation and improve their accuracy.",0,AI Boosts Motivation & Engagement
The feedback provided diagnostic cues that lower-accurate students could use to adjust and correct their self-assessment.,0,AI Boosts Motivation & Engagement
"Automated feedback significantly increased learners' behavioral engagement during text revision (measured by edit distance, time on task, keystrokes, and typing time).",5,GenAI for L2 Writing Enhancement
Behavioral engagement fully mediated the positive effect of automated feedback on revision performance.,0,AI Boosts Motivation & Engagement
"Higher levels of behavioral engagement during revision were associated with better performance on a subsequent transfer task, indicating a significant indirect effect of feedback on transfer performance.",0,AI Boosts Motivation & Engagement
"Significantly enhanced students' intrinsic motivation (enjoyment, value, autonomy) and situational interest (attention, exploration).",0,AI Boosts Motivation & Engagement
Encouraged greater effort investment in learning tasks from students.,0,AI Boosts Motivation & Engagement
Did not increase students' cognitive load compared to the traditional method.,0,AI Boosts Motivation & Engagement
"Resulted in superior writing performance, specifically in clarity, elaboration, persuasiveness, and the ability to address opposing viewpoints.",9,GenAI for L2 Writing Enhancement
Fostered an inquiry-based learning environment that promoted critical thinking and argumentation skills.,0,AI Boosts Motivation & Engagement
Significant improvement in overall speaking proficiency and fluency for all groups.,4,AI Boosts Motivation & Engagement
Paired learning fostered superior improvements in communicative confidence compared to individual learning.,4,AI Boosts Motivation & Engagement
The AI agent's immediate feedback on pronunciation and grammar was perceived as a significant learning affordance.,2,AI Boosts Motivation & Engagement
"The innovative, interactive, and flexible (anytime, anywhere) nature of the AI tool boosted student interest and motivation.",2,AI Boosts Motivation & Engagement
"The AI provided a safe, stress-free, and non-judgmental environment for beginners to practice speaking skills.",2,AI Boosts Motivation & Engagement
The chatbot-empowered platform significantly improved students' self-regulated reading strategy use and self-directed reading frequency.,1,AI Personalized Feedback & Support
Integrating personal interests into GenAI-recommended materials (Cycle 2) yielded the most significant improvements in self-directed reading.,6,AI Boosts Motivation & Engagement
"The chatbot provided timely, interactive, and personalized support for SRL strategies, which was more effective than traditional human-delivered training.",2,AI Boosts Motivation & Engagement
"Personalized text recommendations increased students' motivation, engagement, and confidence in reading.",0,AI Boosts Motivation & Engagement
Statistically significant reduction in public speaking anxiety (PSA).,4,AI Boosts Motivation & Engagement
Statistically significant improvement in academic speaking in the context of oral presentation (ASCOP) skills.,4,AI Boosts Motivation & Engagement
"AI tools provide scaffolded, learner-centered support, consistent with Vygotsky's theory.",2,AI Boosts Motivation & Engagement
"AI offers personalized, immediate, and non-judgmental feedback, which fosters a safe learning environment.",2,AI Boosts Motivation & Engagement
"ChatGPT aids in cognitive aspects like planning, content organization, and structuring ideas.",1,AI Personalized Feedback & Support
"Yoodli improves affective and psychomotor aspects of delivery, including eye contact, speech rate, gestures, and filler word usage.",4,AI Boosts Motivation & Engagement
GenAI can accelerate lesson planning and diversify instructional resources.,6,AI Boosts Motivation & Engagement
It can provide language-rich input adaptable to various learner levels.,4,AI Boosts Motivation & Engagement
"Frees educators from repetitive tasks, allowing more focus on higher-order skills like critical reflection and formative feedback.",0,AI Boosts Motivation & Engagement
A strong ideal L2 self positively predicts both enjoyment and engagement in AI-IDLE.,2,AI Boosts Motivation & Engagement
Enjoyment is a significant positive predictor of AI-IDLE engagement.,2,AI Boosts Motivation & Engagement
"AI tools can serve as accessible personal tutors for tasks like interpretation practice, writing improvement, and accent learning.",2,AI Boosts Motivation & Engagement
"Enjoyment can mediate the influence of motivation on AI-IDLE, transforming extrinsic motivation into autonomous learning behaviors.",2,AI Boosts Motivation & Engagement
"AI enhances teacher productivity, particularly when mediated by positive emotional and cognitive pathways.",2,AI Boosts Motivation & Engagement
Achievement emotions directly and positively relate to AI-enabled productivity.,2,AI Boosts Motivation & Engagement
Challenge appraisal and the coping strategy of positive reinterpretation were significant positive predictors of AI-enabled productivity.,2,AI Boosts Motivation & Engagement
"AI integration can evoke positive emotions in teachers, such as enjoyment, excitement, motivation, and satisfaction.",2,AI Boosts Motivation & Engagement
AI tools can help teachers better understand students' learning needs and provide more targeted teaching content and feedback.,2,AI Boosts Motivation & Engagement
Observing students' engagement and progress with AI can be a source of satisfaction and accomplishment for teachers.,2,AI Boosts Motivation & Engagement
"The ChatGPT-based environment strongly afforded all four flow antecedents (Skill-challenge balance, Clear goal, Feedback, Playability).",1,AI Personalized Feedback & Support
"Students achieved a better understanding of argumentative writing logic, with significant improvements in logic knowledge test scores.",9,GenAI for L2 Writing Enhancement
The quality of students' English argumentative writing logic improved.,9,GenAI for L2 Writing Enhancement
"The chatbot's persona and conversational style (Playability) positively influenced learners' concentration, motivation, and enjoyment.",2,AI Boosts Motivation & Engagement
Skill-challenge balance positively influenced students' cognitive and affective flow experiences.,0,AI Boosts Motivation & Engagement
"The study successfully developed and validated the Generative AI Literacy in Digital Multimodal Composing Scale (GAIDMCS), a 17-item instrument with a four-factor structure: affective, behavioral, cognitive, and ethical literacy.",2,AI Boosts Motivation & Engagement
Students perceive GAI as a convenient and time-saving tool for digital multimodal composing.,6,AI Boosts Motivation & Engagement
LLM-derived Surprisal metrics can effectively distinguish L2 writing from L1 writing.,5,GenAI for L2 Writing Enhancement
"LLM-Surprisals can differentiate learners' adjacent proficiency levels, thus indexing L2 development.",8,AI Personalized Feedback & Support
"When combined with classic indices, LLM-Surprisals improve the prediction of learners' overall proficiency scores.",8,AI Personalized Feedback & Support
LLM-Surprisals capture the interface of lexical semantic diversity and syntactic complexity in L2 interlanguage development.,4,AI Boosts Motivation & Engagement
"The proposed LLM-based pipeline offers an efficient, reliable, and consistent method for L2 writing assessment.",5,GenAI for L2 Writing Enhancement
Increased speed and productivity in annotation.,5,GenAI for L2 Writing Enhancement
Reduced workload for researchers by up to two-thirds when using a double annotation with human verification approach.,3,AI Personalized Feedback & Support
Enhanced methodological transparency and duplicability compared to purely human annotation.,3,AI Personalized Feedback & Support
"Offers opportunities for theory refinement, particularly in label selection and the identification of marginal moves via the 'OTHER' category.",3,AI Personalized Feedback & Support
"ChatGPT can produce structurally coherent and logically organized essays, prioritizing clarity through transitions and endophoric markers.",5,GenAI for L2 Writing Enhancement
ChatGPT can offer students valuable models of coherent and well-structured essays.,1,AI Personalized Feedback & Support
"ChatGPT can serve as a tool to break down language barriers for L2 writers, similar to a more reliable translation tool.",1,AI Personalized Feedback & Support
"ChatGPT can be a powerful resource for invention and idea generation, which students can synthesize with other sources.",1,AI Personalized Feedback & Support
The integration of ChatGPT can prompt teachers to rethink and enhance their pedagogical approaches.,1,AI Personalized Feedback & Support
"Improves writing quality by making it more 'professional,' 'clear,' and 'native-like.'",9,GenAI for L2 Writing Enhancement
"Assists with paraphrasing, word choice, and learning new vocabulary.",4,AI Boosts Motivation & Engagement
Functions as a 'writing buddy' that saves time and helps overcome writer's block.,9,GenAI for L2 Writing Enhancement
"Offers versatility for tasks beyond writing, such as scripting and generating ideas.",9,GenAI for L2 Writing Enhancement
"GAI is useful for grammar correction, enhancing vocabulary, syntax, and style.",6,AI Boosts Motivation & Engagement
"GAI can assist in brainstorming, clarifying concepts, understanding terminology, shortening texts, creating summaries, and improving conciseness and coherence.",6,AI Boosts Motivation & Engagement
GAI can serve as an 'equalizing force' for L2 writers by helping them overcome language barriers.,5,GenAI for L2 Writing Enhancement
"Interacting with GAI helps learners gain consciousness of L2 and academic writing, developing ownership of their disciplinary voice.",5,GenAI for L2 Writing Enhancement
ChatGPT can effectively mirror the situational characteristics of personal narratives.,1,AI Personalized Feedback & Support
"AI tools can assist in the writing process by improving drafting efficiency, grammar correction, and idea generation.",5,GenAI for L2 Writing Enhancement
"Students leveraged their L1 to clarify prompts, seek explanations, and generate content, enhancing ERNIE Bot's comprehension and the relevance of its output.",2,AI Boosts Motivation & Engagement
AI facilitated idea generation by creating semiotic resources like mind maps and bullet points in the students' L1.,2,AI Boosts Motivation & Engagement
"AI served as a mediator to transform L1 ideas into accurate English expressions, helping students with sentence construction and translating idiomatic phrases.",2,AI Boosts Motivation & Engagement
"The tool provided rich language content and immediate, detailed feedback on grammar and vocabulary, which students found valuable.",4,AI Boosts Motivation & Engagement
"Students could produce more advanced and grammatically correct essays, leading to a sense of fulfillment and confidence.",9,GenAI for L2 Writing Enhancement
"The guided comparison with GenAI-generated models (GAIMs) increased overall text quality, particularly in content, comprehensibility, and cohesion.",5,GenAI for L2 Writing Enhancement
The task triggered fruitful deliberations and critical engagement with both the students' own texts and the GAIMs.,5,GenAI for L2 Writing Enhancement
Collaborative patterns with high mutuality and equality led to more language-related episodes (LREs) and greater text quality improvement.,5,GenAI for L2 Writing Enhancement
The intervention increased students' awareness of how to evaluate and use GenAI output effectively.,6,AI Boosts Motivation & Engagement
"Facilitates information retrieval, finding definitions and synonyms, and understanding basic concepts.",7,AI as Multifaceted Language Tool
Aids in avoiding repetition in writing assignments.,9,GenAI for L2 Writing Enhancement
"Device-specific affordances: Laptops enable easier verification of information, cross-platform integration of content, and digital multimodal composition.",3,AI Personalized Feedback & Support
"Assistance with various writing stages including topic selection, brainstorming, outlining, revising, editing, and sourcing.",9,GenAI for L2 Writing Enhancement
