text,cluster_id,theme
"The generation of anatomically incorrect or unrealistic features in AI images, such as distorted human hands and faces, poses a significant usability issue.",6,Limitations of AI in Writing and Feedback
Challenges in maintaining cooperation and managing social dynamics in paired learner-chatbot interactions due to differing interests or proficiency levels.,5,Limitations of AI in Writing and Feedback
"A significant emergent issue is the potential for well-designed LLM feedback to be detrimental to high-performing or well-calibrated students, disrupting their already accurate self-assessment processes if it only highlights flaws without affirming overall quality.",9,Limitations of AI in Writing and Feedback
"The methodological challenge of interpreting process data, as behaviors like pausing or time on task can signify either productive cognitive engagement or off-task behavior, requiring more advanced or multimodal validation methods (e.g., eye-tracking).",6,Limitations of AI in Writing and Feedback
"The difficulty in using process data to clearly distinguish between the behavioral and cognitive dimensions of learning engagement, as they are often intertwined during complex tasks like writing.",3,Limitations of AI in Writing and Feedback
N/A,4,Emerging Trends and Potentials of GenAI
"Ethical responsibilities related to the use of neurophysiological (EEG) data, including data privacy, secure storage, and avoiding 'neuro-reductionism'.",0,Ethical and Cultural Challenges in GenAI
"The risk of learner dependency on AI tools, where the AI becomes a 'crutch' that inhibits the development of learner autonomy and self-correction skills.",2,Pedagogical and Psychological Barriers
"The evolving role of the educator from an information provider to a facilitator of complex human-AI learning experiences, with a unique role in fostering socio-emotional 'comfort'.",2,Pedagogical and Psychological Barriers
"The usability and effectiveness of an AI chatbot are significantly impacted by the user interface design and the availability of user support, such as manuals and tutorials.",6,Limitations of AI in Writing and Feedback
"Student reluctance to use a chatbot can stem from receiving a few initial unhelpful responses, indicating a need for robust performance and user guidance to build trust.",5,Limitations of AI in Writing and Feedback
"The effectiveness of AI tools is highly dependent on their specific design, feedback quality, and the learner's context (e.g., L1 vs. L2), as evidenced by contradictory findings in the literature.",6,Limitations of AI in Writing and Feedback
"The 'novelty effect' may act as a confounding variable in studies on AI in education, potentially inflating short-term motivation and engagement.",2,Pedagogical and Psychological Barriers
"The 'role exchange' phenomenon, where AI performs high-cognition tasks (e.g., lesson planning) and students perform low-cognition tasks (e.g., prompting), fundamentally altering the nature of learning and effort.",2,Pedagogical and Psychological Barriers
"The dynamic of 'reverse mentoring,' where educators learn about new technologies from their students, challenging traditional hierarchies of expertise.",7,Pedagogical and Psychological Barriers
"The concept of 'inexplicable ecstasy,' describing the contradictory feeling among educators of being both excited by GenAI's potential and uncertain about its pedagogical application.",8,Ethical and Cultural Challenges in GenAI
"The use of generative AI for informal language learning in contexts where it is officially banned or restricted presents unique challenges, requiring learners to use VPNs and purchase overseas accounts, which impacts accessibility and equity.",1,Ethical and Cultural Challenges in GenAI
"The significant impact of teachers' emotional states on technology-enabled productivity, suggesting that affective factors are as crucial as cognitive ones in technology adoption.",7,Pedagogical and Psychological Barriers
"The finding that some seemingly positive coping strategies (e.g., seeking instrumental support) do not necessarily lead to higher productivity, indicating a complex and non-linear relationship between coping actions and performance outcomes.",7,Pedagogical and Psychological Barriers
The emotional vulnerability and sensitivity of educators when integrating new AI technologies.,2,Pedagogical and Psychological Barriers
AI's potential to limit students' creativity in language expression.,3,Limitations of AI in Writing and Feedback
"Some learners expressed a preference for focusing on instructional content rather than engaging with the chatbot's entertaining or conversational elements, indicating a potential mismatch between persona-based design and individual learning preferences.",5,Limitations of AI in Writing and Feedback
"ChatGPT-generated feedback can be overly long and complex, potentially causing cognitive overload and reducing its effectiveness.",5,Limitations of AI in Writing and Feedback
Students expressed a desire for future GAI systems that can integrate with brain-computer interfaces or use eye-tracking to generate multimodal content based on users' thoughts and non-verbal cues.,8,Ethical and Cultural Challenges in GenAI
The finding that larger-scale LLMs do not always outperform smaller ones in specific L2 assessment tasks.,9,Limitations of AI in Writing and Feedback
"The inconsistent and uninterpretable behavior of certain LLMs (e.g., T5) in the context of L2 writing analysis.",9,Limitations of AI in Writing and Feedback
The sensitivity of LLM-Surprisal to specific linguistic features like low-frequency vocabulary and misuse of negation can lead to high scores that may not accurately reflect lower proficiency.,9,Limitations of AI in Writing and Feedback
"The challenge of defining and operationalizing a catch-all 'OTHER' category is significant, as the model struggles to recognize it consistently, yet it is crucial for identifying novel or marginal rhetorical moves.",3,Limitations of AI in Writing and Feedback
"While LLMs avoid human cognitive biases like fatigue or 'annotator drift', they introduce their own form of stochastic uncertainty, which necessitates new verification strategies such as the proposed double annotation method.",9,Limitations of AI in Writing and Feedback
"AI 'Expert Blind Spot': The study suggests ChatGPT may suffer from an 'expert blind spot,' where its extensive training prevents it from anticipating the needs of a novice audience, such as the need for clarification or elaboration on concepts.",6,Limitations of AI in Writing and Feedback
"The perceived ambivalent or 'double-sidedness' of ChatGPT, where it is simultaneously seen as a source of both positive and negative outcomes.",5,Limitations of AI in Writing and Feedback
"The potential for teachers to have a philosophical or personal-level objection to the technology, viewing it as 'offensive'.",7,Pedagogical and Psychological Barriers
"The inefficiency of the tool's method for flagging errors in long texts (e.g., by sentence number).",3,Limitations of AI in Writing and Feedback
"The potential for AI to replace human jobs, causing anxiety among users.",0,Ethical and Cultural Challenges in GenAI
"The need for new terminology to describe AI-assisted writing and paraphrasing, as 'plagiarism' may not be fully applicable.",3,Limitations of AI in Writing and Feedback
"The risk of GAI 'dehumanising' an L2 user's academic writing, where their work is judged based on perceived GAI usage.",3,Limitations of AI in Writing and Feedback
"The potential for biased recognition of GAI-generated text, leading to social discomfort and fear of being perceived as an incompetent writer.",3,Limitations of AI in Writing and Feedback
"The redefinition of 'better writing' in an era where GAI can produce technically proficient text, raising questions about what constitutes writing excellence.",3,Limitations of AI in Writing and Feedback
"The stylistic output of ChatGPT, when emulating student writing, aligns more closely with formal, informational, published scientific prose rather than the typical, more involved and less formal style of novice EFL writers.",3,Limitations of AI in Writing and Feedback
"A significant lack of within-register variation in AI-generated texts, leading to a homogeneity that contrasts sharply with the diversity found in student-produced texts.",3,Limitations of AI in Writing and Feedback
The statistical nature of AI language models may limit their ability to address sociocultural aspects of language use.,1,Ethical and Cultural Challenges in GenAI
A 'translanguaging deficiency' was noted where the AI would incorrectly generate text in the source language (Chinese) instead of the target language (English).,1,Ethical and Cultural Challenges in GenAI
The specific issue of 'patchwriting' (excessive textual borrowing bordering on plagiarism) from GenAI models as a key academic integrity concern.,3,Limitations of AI in Writing and Feedback
"The potential for flawed or task-inappropriate GenAI models to negatively influence and confuse students, leading to lower quality work on specific dimensions like task fulfillment.",8,Ethical and Cultural Challenges in GenAI
Misclassification of L2 writers' text as AI-generated by detection tools due to linguistic features like lower perplexity.,3,Limitations of AI in Writing and Feedback
"The design of different GenAI platforms (e.g., conversational friend vs. information source) encourages distinct user behaviors and dispositions.",8,Ethical and Cultural Challenges in GenAI
"Unequal linguistic recognition where tools confuse low-resource languages (e.g., Malayalam for Tamil or Telugu) or misunderstand spoken input (e.g., Vietnamese).",1,Ethical and Cultural Challenges in GenAI
"Language 'AI-nization': The risk of student writing adopting a homogenous, machine-like style, thereby losing individual and cultural voice.",3,Limitations of AI in Writing and Feedback
"AI as a 'new colonizing tool': The potential for AI to reinforce standard language ideologies and linguistic neo-imperialism, marginalizing other literacies and rhetorics.",1,Ethical and Cultural Challenges in GenAI
The practice of 'adversarial learning' (using one AI to address feedback from another) as a new form of engagement or disengagement.,2,Pedagogical and Psychological Barriers
"The challenge of designing GAI feedback that is both usable and pedagogically effective, avoiding being too prescriptive or too general.",8,Ethical and Cultural Challenges in GenAI
"The redefinition of 'feedback literacy' for the GAI era, emphasizing critical judgment of AI suggestions.",6,Limitations of AI in Writing and Feedback
ChatGPT's tendency to repeat previous responses instead of providing deeper explanations when prompted for more detail.,5,Limitations of AI in Writing and Feedback
"The concept of 'rhetorical flatness' to describe AI's lack of dynamic, context-sensitive communication, which goes beyond simple accuracy.",6,Limitations of AI in Writing and Feedback
"The absence of self-reference (e.g., 'I think') in AI feedback is not merely a stylistic choice but a feature that constrains the relational and pedagogical potential of the interaction.",6,Limitations of AI in Writing and Feedback
"The increasing sophistication of AI makes it difficult to differentiate between advanced human writing and AI-generated text, challenging traditional concepts of authorship and originality.",3,Limitations of AI in Writing and Feedback
Assessment may need to shift from focusing solely on the final product to including the writing process to ensure authenticity.,3,Limitations of AI in Writing and Feedback
"A reduction in verb cohesion was observed in texts revised with ChatGPT, potentially impacting text flow and style.",5,Limitations of AI in Writing and Feedback
"AI tools may overlook or fail to correct nuanced, context-dependent errors such as prepositions, which are critical for coherence.",1,Ethical and Cultural Challenges in GenAI
"AI's difficulty in handling errors stemming from L1 interference, such as pronoun omission in texts by speakers of pro-drop languages.",1,Ethical and Cultural Challenges in GenAI
"The unexpected weak performance of GenAI in assessing the 'formatting' domain, which was presumed to be a strength, highlights its limitations when formatting involves more than simple text conventions and includes multimodal components.",3,Limitations of AI in Writing and Feedback
The mystery of how customized chatbots process and integrate uploaded knowledge-base files affects performance and transparency.,6,Limitations of AI in Writing and Feedback
"The legal classification of AES as a 'high-risk' technology under the European Union's AI Act, which imposes specific legal obligations regarding control, transparency, and consent for its use in educational settings.",2,Pedagogical and Psychological Barriers
"The inherent difficulty for AI models to classify rhetorical moves that are semantically close or complexly related, which can confuse classifiers.",6,Limitations of AI in Writing and Feedback
"The challenge of achieving high inter-rater reliability in human evaluations of rhetorical accuracy, highlighting the subjective nature of genre conventions.",3,Limitations of AI in Writing and Feedback
"A key challenge in using LLMs for 'feedback on feedback' is the model's inability to assess content validity without access to the original source text, due to technical constraints like context window size.",9,Limitations of AI in Writing and Feedback
"The inherent difficulty for learners in mastering complex cognitive strategies may not be overcome by AI chatbot elaboration alone, suggesting a need for more scaffolded pedagogical intervention.",6,Limitations of AI in Writing and Feedback
"The potential for pre-existing learning habits shaped by the broader educational culture (e.g., reliance on rote memorization) to act as a barrier to the adoption of AI-suggested learning strategies.",2,Pedagogical and Psychological Barriers
"The ethical ambiguity surrounding GAI use for tasks like summarizing literature and elaborating on content, creating a tension between efficiency and scholarly rigor.",3,Limitations of AI in Writing and Feedback
The potential for GAI to lead to uncritical engagement with source material and neglect of essential details.,8,Ethical and Cultural Challenges in GenAI
The challenge for students in balancing the use of GAI as a supportive tool against the risk of undermining principles of originality and authorship.,3,Limitations of AI in Writing and Feedback
"The socio-psychological conflict students experience regarding the acknowledgment of GenAI use, stemming from fear of judgment by supervisors and future employers.",8,Ethical and Cultural Challenges in GenAI
"The significant role of social influence, particularly from academic advisors, in shaping students' trust and willingness to adopt GenAI tools.",8,Ethical and Cultural Challenges in GenAI
User fatigue from the cognitive load associated with verifying AI responses and processing verbose outputs.,6,Limitations of AI in Writing and Feedback
"The disruptive effect of interaction (e.g., waiting for responses) on the natural flow of reading.",5,Limitations of AI in Writing and Feedback
Tension and conflict in collaborative academic settings due to differing views on the ethics and effectiveness of GAI.,8,Ethical and Cultural Challenges in GenAI
Reduced originality and creativity in group work when members use similar prompts or tools.,7,Pedagogical and Psychological Barriers
Difficulty integrating MT/GAI-generated content into group assignments due to incompatible writing styles or interpretations.,3,Limitations of AI in Writing and Feedback
"The effectiveness of ChatGPT in fostering creativity is contingent on the teacher's existing expertise and their ability to craft specific, high-quality prompts.",5,Limitations of AI in Writing and Feedback
ChatGPT's lack of context understanding and common-sense knowledge can lead to inaccurate or inappropriate replies in complex pedagogical scenarios.,5,Limitations of AI in Writing and Feedback
The suitability and reliability of existing standardized tests for measuring critical thinking may be questionable in the context of human-AI interaction.,6,Limitations of AI in Writing and Feedback
The impact of ChatGPT on learning is not uniform; it may create a dichotomous effect where some students benefit significantly while others perceive it negatively or become overly reliant.,5,Limitations of AI in Writing and Feedback
The need to reconsider and redefine plagiarism in the context of AI-assisted writing.,3,Limitations of AI in Writing and Feedback
"The potential misalignment of AI feedback, which is based on statistical patterns from web data, with specific academic standards and expectations for argumentative writing.",3,Limitations of AI in Writing and Feedback
The significant occurrence of incidental learning suggests a need to reconsider curriculum design and how to leverage or account for learning that happens outside of planned instruction.,7,Pedagogical and Psychological Barriers
N/A,4,Emerging Trends and Potentials of GenAI
N/A,4,Emerging Trends and Potentials of GenAI
The 'authenticity gap' created by ChatGPT could potentially de-motivate learners from engaging in traditional or other online learning environments.,5,Limitations of AI in Writing and Feedback
"The finding that learners' current needs and obligations are stronger drivers for using ChatGPT than their long-term aspirations suggests a utilitarian, rather than holistic, adoption of the technology for language learning.",5,Limitations of AI in Writing and Feedback
"The study's findings contradict some previous criticisms that AI's rigidity might suppress creativity, suggesting the relationship is more complex and positively influenced by engagement.",6,Limitations of AI in Writing and Feedback
The significant moderating effect of creative self-efficacy highlights that psychological factors are as critical as the technological tools themselves in achieving desired learning outcomes.,7,Pedagogical and Psychological Barriers
The potential for a hybrid model combining AI feedback with teacher-led instruction to address the limitations of AI in developing critical thinking.,2,Pedagogical and Psychological Barriers
"AI tools may not be effective in addressing culture-specific linguistic areas and deep comprehension issues, requiring supplemental instruction.",1,Ethical and Cultural Challenges in GenAI
"The blurring of lines between AI assistance (e.g., proofreading) and academic misconduct, particularly when extensive editing results in error-free text that is linguistically similar to fully AI-generated content.",3,Limitations of AI in Writing and Feedback
The need to redefine 'good writing' and reinvent assessment methods to align with an educational paradigm where AI tools are ubiquitous.,3,Limitations of AI in Writing and Feedback
"The rigidity of GPT's output, which maintains a consistent, formal, and somewhat impersonal style even when prompted with diverse and personal topics, suggests a limitation in its ability to produce contextually nuanced and varied prose.",3,Limitations of AI in Writing and Feedback
"The finding that perceived ethics acts as a negative mediator, suggesting that even highly usable and useful technologies can face adoption resistance if ethical concerns are not addressed.",0,Ethical and Cultural Challenges in GenAI
"In resource-constrained environments, social norms are not static but are actively shaped by users' initial experiences with a technology's ease of use and usefulness.",0,Ethical and Cultural Challenges in GenAI
Accountability for AI-generated content and decisions remains a significant ethical concern for educators.,2,Pedagogical and Psychological Barriers
A fundamental disconnect exists between the LLM's ability to retrieve and state a grammatical rule correctly and its ability to apply that rule consistently in practice.,9,Limitations of AI in Writing and Feedback
"The LLM's performance and reliability vary significantly and unpredictably across tasks that appear similar on the surface, such as generating orthographic errors versus generating word confusions.",9,Limitations of AI in Writing and Feedback
"A key technical challenge is how to automatically extract specific linguistic information (e.g., the subject 'impact' and verb 'are') from a chatbot's unstructured text response and insert it into a structured template for ultra-short, on-the-fly explanations in a writing assistant.",6,Limitations of AI in Writing and Feedback
"Pedagogical challenges of non-determinism: The unpredictable and varied nature of AI-generated responses creates significant difficulties for teachers in structuring lessons, managing classroom activities, and ensuring consistent learning outcomes.",2,Pedagogical and Psychological Barriers
"The illusion of personalization: The study critically questions whether the 'individualized' responses from GenAI tools constitute genuine 'personalized' learning, arguing that true personalization must be based on specific learner needs and pedagogical goals, not just the tool's inherent randomness.",8,Ethical and Cultural Challenges in GenAI
There is a need to gauge the long-term effects of using AI tools on learners' ability to think independently and critically.,2,Pedagogical and Psychological Barriers
"The generation of 'trivial' distractors, which are factually true according to the text but fail to function as incorrect options, posing a specific challenge to the utility of the generated content.",3,Limitations of AI in Writing and Feedback
"The potential for the translation process to reduce the lexical space of a dataset, which might paradoxically contribute to better model performance by simplifying the learning task.",1,Ethical and Cultural Challenges in GenAI
Lack of speech recognition capabilities in the tested version (March 2023) prevented the practice of oral and listening skills.,1,Ethical and Cultural Challenges in GenAI
"Specific task failures, such as incorrectly identifying collocations, highlight nuanced reliability issues beyond general accuracy.",1,Ethical and Cultural Challenges in GenAI
"A specific weakness of ChatGPT is its difficulty in constructing well-designed, attractive, and plausible distractors for multiple-choice questions, a nuanced aspect of assessment design.",5,Limitations of AI in Writing and Feedback
There is a need for experimental research to investigate the actual effectiveness and learning benefits of using these customized LLM-based chatbots.,6,Limitations of AI in Writing and Feedback
"The perceptions and needs of actual L2 learners with varying proficiency levels may differ significantly from those of pre-service teachers, warranting further research with diverse participant groups.",7,Pedagogical and Psychological Barriers
"The ethical dilemma posed by 'unrealistically impressive task improvement' from individual AI use, which may mask a lack of genuine learning and misrepresent student ability.",2,Pedagogical and Psychological Barriers
The finding that an AWE chatbot can be more similar to one human rater than that human rater is to another human rater complicates the notion of using human agreement as the sole gold standard for evaluating AI performance.,6,Limitations of AI in Writing and Feedback
The potential for AI to generate culturally insensitive or inappropriate content that is inconsistent with learners' sociolinguistic backgrounds.,1,Ethical and Cultural Challenges in GenAI
"A mismatch can occur between the AI's identified grammatical issues and a student's self-perceived learning needs (e.g., focusing on logic instead of grammar).",1,Ethical and Cultural Challenges in GenAI
"Student frustration can arise from ambiguous or unsatisfying AI explanations, highlighting the need for prompt engineering skills and critical evaluation.",2,Pedagogical and Psychological Barriers
The effectiveness of structured AI interventions is dependent on students' adherence to instructions and their willingness to engage in clarifying dialogue with the AI.,2,Pedagogical and Psychological Barriers
Negative impact on long-term learning: The ease of getting answers from ChatGPT led to a lack of retention of new vocabulary and structures.,5,Limitations of AI in Writing and Feedback
"Difficulty with linguistic specificity: The tool struggled to adhere to specific instructions, such as consistently using traditional vs. simplified Chinese characters.",1,Ethical and Cultural Challenges in GenAI
The study reveals that ChatGPT alone is insufficient for effective self-management and self-monitoring in language learning; its role is primarily that of a facilitator that requires integration with other tools and learner-driven strategies.,5,Limitations of AI in Writing and Feedback
Nostalgia for traditional writing methods (pen and paper) and the perceived loss of personal and emotional connection when using AI tools.,3,Limitations of AI in Writing and Feedback
"A mandated curriculum can act as a barrier to the wholesale adoption of AI tools, as teachers may not have the autonomy to generate and use their own AI-assisted materials.",2,Pedagogical and Psychological Barriers
The model's tendency to classify based on task similarity rather than pure linguistic proficiency.,1,Ethical and Cultural Challenges in GenAI
"Difficulty in handling texts of varying lengths, particularly very short texts which may be classified inaccurately.",3,Limitations of AI in Writing and Feedback
"The challenge of distinguishing between adjacent proficiency levels (e.g., B1 vs. B2) where boundaries are often fuzzy.",7,Pedagogical and Psychological Barriers
